"Commune","Departement","Region","Code_UIC","WGS_84"
"Saillagouse","Pyrénées-Orientales","Occitanie","784835","42.4568855, 2.0321126"
"Serdinya","Pyrénées-Orientales","Occitanie","784702","42.567023, 2.3230869"
"Laissac-Sévérac l'Église","Aveyron","Occitanie","783761","44.3750307, 2.8222251"
"Ria-Sirach","Pyrénées-Orientales","Occitanie","784660","42.6034078, 2.3907488"
"Thuès-Entre-Valls","Pyrénées-Orientales","Occitanie","784751","42.5229486, 2.2227279"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751644","43.3461208, 5.3651173"
"Brillanne","Alpes-de-Haute-Provence","Provence-Alpes-Côte d'Azur","751271","43.9247771, 5.8923199"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751081","43.29614391, 5.406559"
"Monestier-de-Clermont","Isère","Auvergne-Rhône-Alpes","747592","44.911996, 5.6339702"
"Pontcharra","Isère","Auvergne-Rhône-Alpes","747493","45.434151, 6.007917"
"Lus-la-Croix-Haute","Drôme","Auvergne-Rhône-Alpes","747667","44.6709898, 5.6973678"
"Pont-de-Claix","Isère","Auvergne-Rhône-Alpes","747519","45.1251549, 5.6998669"
"Rognac","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753251","43.4866, 5.230666"
"Moirans","Isère","Auvergne-Rhône-Alpes","747329","45.322185, 5.581915"
"Aubagne","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","751750","43.296045, 5.56658"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","759316","43.3518976, 5.3770681"
"Tende","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756866","44.05582, 7.5834505"
"Saint-Raphaël","Var","Provence-Alpes-Côte d'Azur","757534","43.4163471, 6.8082519"
"Luc-en-Diois","Drôme","Auvergne-Rhône-Alpes","761874","44.6136615, 5.4546227"
"Saint-Marcellin","Isère","Auvergne-Rhône-Alpes","761718","45.150898, 5.323649"
"Isle-d'Abeau","Isère","Auvergne-Rhône-Alpes","761239","45.607645, 5.21969"
"Antibes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757674","43.585784, 7.119498"
"Cannes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757625","43.553839, 7.019682"
"Valence","Drôme","Auvergne-Rhône-Alpes","761007","44.928049, 4.893273"
"Fréjus","Var","Provence-Alpes-Côte d'Azur","757500","43.432032, 6.732941"
"Cannet-des-Maures","Var","Provence-Alpes-Côte d'Azur","755405","43.3902379, 6.3430972"
"Carry-le-Rouet","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753566","43.336592, 5.153594"
"Nice","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756254","43.670728, 7.216199"
"Roquebrune-Cap-Martin","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756478","43.76203, 7.48139"
"Marseille","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753582","43.340223, 5.2569415"
"Salon-de-Provence","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753764","43.639061, 5.088569"
"Istres","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753418","43.5153953, 4.9804272"
"Orgon","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753707","43.7859131, 5.0456738"
"Carnoules","Var","Provence-Alpes-Côte d'Azur","755371","43.2974104, 6.1862531"
"Arles","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","753657","43.684853, 4.63203"
"Saint-Rambert-en-Bugey","Ain","Auvergne-Rhône-Alpes","743740","45.9473397, 5.438622"
"Grésy-sur-Aix","Savoie","Auvergne-Rhône-Alpes","746107","45.7245161, 5.9221751"
"Bourg-en-Bresse","Ain","Auvergne-Rhône-Alpes","743005","46.200351, 5.215063"
"Bellegarde-sur-Valserine","Ain","Auvergne-Rhône-Alpes","745000","46.109425, 5.823483"
"Ambronay","Ain","Auvergne-Rhône-Alpes","743146","46.0115941, 5.3382579"
"Pont-d'Ain","Ain","Auvergne-Rhône-Alpes","743120","46.053961, 5.3343285"
"Entrelacs","Savoie","Auvergne-Rhône-Alpes","746115","45.785946, 5.9483418"
"Colombier-Saugnieu","Rhône","Auvergne-Rhône-Alpes","762906","45.721109, 5.074969"
"Aspres-sur-Buëch","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763250","44.519428, 5.7545655"
"Roqueredonde","Hérault","Occitanie","781542","43.8122656, 3.1551583"
"Veynes","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763300","44.5320046, 5.815764"
"Courthézon","Vaucluse","Provence-Alpes-Côte d'Azur","765180","44.0899478, 4.8881802"
"Cavaillon","Vaucluse","Provence-Alpes-Côte d'Azur","765503","43.834554, 5.043613"
"Chorges","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763425","44.5458415, 6.2718887"
"Baillargues","Hérault","Occitanie","773457","43.6533234, 4.0071585"
"Frontignan","Hérault","Occitanie","773556","43.444934, 3.758689"
"Monteux","Vaucluse","Provence-Alpes-Côte d'Azur","765818","44.0374619, 4.9947813"
"Grand-Combe","Gard","Occitanie","775254","44.2098159, 4.0329591"
"Bourgs sur Colagne","Lozère","Occitanie","783308","44.5089682, 3.252057"
"Allenc","Lozère","Occitanie","783647","44.5286125, 3.628178"
"Mont Lozère et Goulet","Lozère","Occitanie","775148","44.5539847, 3.8399319"
"Manduel","Gard","Occitanie","775064","43.8264863, 4.4793827"
"Gallargues-le-Montueux","Gard","Occitanie","775130","43.716229, 4.1715027"
"Roqueredonde","Hérault","Occitanie","781559","43.779707, 3.1860831"
"Boucoiran-et-Nozières","Gard","Occitanie","775346","43.9926943, 4.187634"
"Beauvoisin","Gard","Occitanie","775809","43.7245026, 4.3212178"
"Lunas","Hérault","Occitanie","781575","43.7095814, 3.1948986"
"Sallanches","Haute-Savoie","Auvergne-Rhône-Alpes","746438","45.935702, 6.636431"
"Chamonix-Mont-Blanc","Haute-Savoie","Auvergne-Rhône-Alpes","746826","45.9394594, 6.888753"
"Houches","Haute-Savoie","Auvergne-Rhône-Alpes","746735","45.897096, 6.7850134"
"Chamonix-Mont-Blanc","Haute-Savoie","Auvergne-Rhône-Alpes","746818","45.9166347, 6.8589899"
"Chamonix-Mont-Blanc","Haute-Savoie","Auvergne-Rhône-Alpes","746834","45.9505693, 6.8991603"
"Vallorcine","Haute-Savoie","Auvergne-Rhône-Alpes","746875","46.0324983, 6.9326694"
"Houches","Haute-Savoie","Auvergne-Rhône-Alpes","746750","45.8992065, 6.8258755"
"Marignier","Haute-Savoie","Auvergne-Rhône-Alpes","746347","46.0887815, 6.507826"
"Châbons","Isère","Auvergne-Rhône-Alpes","747212","45.4383566, 5.4281009"
"Rives","Isère","Auvergne-Rhône-Alpes","747246","45.357535, 5.491893"
"Léchère","Savoie","Auvergne-Rhône-Alpes","741694","45.5393185, 6.4687785"
"Aiguebelette-le-Lac","Savoie","Auvergne-Rhône-Alpes","741421","45.5363048, 5.8131468"
"Chambre","Savoie","Auvergne-Rhône-Alpes","741306","45.3530978, 6.3028277"
"Bourg-Saint-Maurice","Savoie","Auvergne-Rhône-Alpes","741793","45.619036, 6.771273"
"Paulhaguet","Haute-Loire","Auvergne-Rhône-Alpes","734293","45.2101978, 3.5004445"
"Aiguebelle","Savoie","Auvergne-Rhône-Alpes","741256","45.5437225, 6.3067175"
"Saint-Germain-des-Fossés","Allier","Auvergne-Rhône-Alpes","732206","46.209185, 3.430614"
"Martres-de-Veyre","Puy-de-Dôme","Auvergne-Rhône-Alpes","734178","45.688155, 3.193228"
"Cournon-d'Auvergne","Puy-de-Dôme","Auvergne-Rhône-Alpes","734152","45.7387697, 3.1681196"
"Saint-Jodard","Loire","Auvergne-Rhône-Alpes","726851","45.8857125, 4.125231"
"Bournoncle-Saint-Pierre","Haute-Loire","Auvergne-Rhône-Alpes","734251","45.3653797, 3.3106747"
"Ricamarie","Loire","Auvergne-Rhône-Alpes","726703","45.4041516, 4.360686"
"Boën-sur-Lignon","Loire","Auvergne-Rhône-Alpes","726471","45.7413612, 4.0051544"
"Aubiat","Puy-de-Dôme","Auvergne-Rhône-Alpes","734111","45.983812, 3.1605115"
"Chapelle-de-Guinchay","Saône-et-Loire","Bourgogne-Franche-Comté","725721","46.2130321, 4.7728891"
"Saint-Étienne","Loire","Auvergne-Rhône-Alpes","726190","45.417128, 4.392734"
"Villars-les-Dombes","Ain","Auvergne-Rhône-Alpes","723759","46.004206, 5.028404"
"Andrézieux-Bouthéon","Loire","Auvergne-Rhône-Alpes","726406","45.5217037, 4.254834"
"Tournus","Saône-et-Loire","Bourgogne-Franche-Comté","725622","46.56668, 4.906647"
"Fouillouse","Loire","Auvergne-Rhône-Alpes","726232","45.4977675, 4.3170839"
"Andrézieux-Bouthéon","Loire","Auvergne-Rhône-Alpes","726216","45.5246289, 4.2777187"
"Saint-Chamond","Loire","Auvergne-Rhône-Alpes","726307","45.47257, 4.51695"
"Balan","Ain","Auvergne-Rhône-Alpes","723577","45.849225, 5.124911"
"Miribel","Ain","Auvergne-Rhône-Alpes","723528","45.822088, 4.95394"
"Péage-de-Roussillon","Isère","Auvergne-Rhône-Alpes","722678","45.371797, 4.795402"
"Rillieux-la-Pape","Rhône","Auvergne-Rhône-Alpes","723502","45.8038348, 4.8922918"
"Bourgoin-Jallieu","Isère","Auvergne-Rhône-Alpes","723429","45.583954, 5.273401"
"Isle-sur-la-Sorgue","Vaucluse","Provence-Alpes-Côte d'Azur","765479","43.917393, 5.047615"
"Villeneuve-lès-Maguelone","Hérault","Occitanie","773515","43.5438231, 3.849917"
"Valergues","Hérault","Occitanie","773432","43.672678, 4.0601085"
"Brignon","Gard","Occitanie","775353","43.9760134, 4.2072916"
"Grau-du-Roi","Gard","Occitanie","775866","43.5371273, 4.140338"
"Vergèze","Gard","Occitanie","775114","43.739877, 4.218842"
"Beaucaire","Gard","Occitanie","775023","43.80209, 4.6470865"
"Entraigues-sur-la-Sorgue","Vaucluse","Provence-Alpes-Côte d'Azur","765826","44.0054278, 4.9226971"
"Lunel","Hérault","Occitanie","773408","43.679392, 4.131086"
"Alès","Gard","Occitanie","775288","44.127825, 4.084948"
"Tain-l'Hermitage","Drôme","Auvergne-Rhône-Alpes","761163","45.072183, 4.839967"
"Alixan","Drôme","Auvergne-Rhône-Alpes","763029","44.991545, 4.978703"
"Tarascon","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","765354","43.801331, 4.657206"
"Laragne-Montéglin","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763755","44.3164984, 5.8189832"
"Serres","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763722","44.4246573, 5.7184201"
"Cannes","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757732","43.5691636, 6.9693134"
"Orange","Vaucluse","Provence-Alpes-Côte d'Azur","765107","44.137304, 4.819594"
"Gap","Hautes-Alpes","Provence-Alpes-Côte d'Azur","763003","44.563693, 6.085638"
"Die","Drôme","Auvergne-Rhône-Alpes","761841","44.7582549, 5.3632053"
"Teil","Ardèche","Auvergne-Rhône-Alpes","764472","44.5525285, 4.685992"
"Villeneuve-Loubet","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756304","43.629928, 7.134066"
"Vallauris","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757641","43.566501, 7.073578"
"Beaulieu-sur-Mer","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756379","43.706651, 7.331545"
"Breil-sur-Roya","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756833","43.944039, 7.5163276"
"Saint-Raphaël","Var","Provence-Alpes-Côte d'Azur","757567","43.4349641, 6.8921036"
"Escarène","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756809","43.8397674, 7.3517085"
"Grasse","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","757724","43.653317, 6.925524"
"Tende","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756882","44.089922, 7.5941608"
"Menton","Alpes-Maritimes","Provence-Alpes-Côte d'Azur","756486","43.774444, 7.4933"
"Hyères","Var","Provence-Alpes-Côte d'Azur","755629","43.108867, 6.124223"
"Groisy","Haute-Savoie","Auvergne-Rhône-Alpes","746248","46.0111205, 6.17568"
"Chamonix-Mont-Blanc","Haute-Savoie","Auvergne-Rhône-Alpes","746768","45.9067455, 6.8391969"
"Thonon-les-Bains","Haute-Savoie","Auvergne-Rhône-Alpes","745646","46.369004, 6.481669"
"Simandre-sur-Suran","Ain","Auvergne-Rhône-Alpes","743336","46.2202097, 5.4210929"
"Grand-Lemps","Isère","Auvergne-Rhône-Alpes","747220","45.3966261, 5.4231117"
"Passy","Haute-Savoie","Auvergne-Rhône-Alpes","746701","45.9263464, 6.7197662"
"Bonneville","Haute-Savoie","Auvergne-Rhône-Alpes","746339","46.077772, 6.416524"
"Villard-Bonnot","Isère","Auvergne-Rhône-Alpes","747451","45.26245, 5.901472"
"Cluses","Haute-Savoie","Auvergne-Rhône-Alpes","746370","46.061447, 6.582663"
"Voreppe","Isère","Auvergne-Rhône-Alpes","747337","45.290417, 5.632119"
"Saint-Béron","Savoie","Auvergne-Rhône-Alpes","741454","45.5038935, 5.7319345"
"Virieu-le-Grand","Ain","Auvergne-Rhône-Alpes","741504","45.8482817, 5.6536162"
"Aime-la-Plagne","Savoie","Auvergne-Rhône-Alpes","741769","45.5544, 6.648646"
"Villereversure","Ain","Auvergne-Rhône-Alpes","743328","46.1944145, 5.3977089"
"Albertville","Savoie","Auvergne-Rhône-Alpes","741645","45.672977, 6.383167"
"Frontenex","Savoie","Auvergne-Rhône-Alpes","741629","45.6305461, 6.3140556"
"Crêches-sur-Saône","Saône-et-Loire","Bourgogne-Franche-Comté","725713","46.2461762, 4.7840233"
"Chalon-sur-Saône","Saône-et-Loire","Bourgogne-Franche-Comté","725002","46.781612, 4.843454"
"Saint-Étienne","Loire","Auvergne-Rhône-Alpes","726000","45.443366, 4.399722"
"Saint-Étienne","Loire","Auvergne-Rhône-Alpes","726158","45.464843, 4.379601"
"Romanèche-Thorins","Saône-et-Loire","Bourgogne-Franche-Comté","725739","46.1763913, 4.7421014"
"Saint-Paul-de-Varax","Ain","Auvergne-Rhône-Alpes","723783","46.1000331, 5.1282046"
"Senozan","Saône-et-Loire","Bourgogne-Franche-Comté","725671","46.3921451, 4.8710626"
"Montbrison","Loire","Auvergne-Rhône-Alpes","726448","45.604454, 4.078282"
"Mézériat","Ain","Auvergne-Rhône-Alpes","725838","46.2350502, 5.046622"
"Bonson","Loire","Auvergne-Rhône-Alpes","726414","45.5221941, 4.2163084"
"Parent","Puy-de-Dôme","Auvergne-Rhône-Alpes","734194","45.6139737, 3.2178245"
"Cendre","Puy-de-Dôme","Auvergne-Rhône-Alpes","734160","45.723796, 3.188666"
"Bas-en-Basset","Haute-Loire","Auvergne-Rhône-Alpes","726778","45.297596, 4.139602"
"Vic-le-Comte","Puy-de-Dôme","Auvergne-Rhône-Alpes","734186","45.664911, 3.207079"
"Pessat-Villeneuve","Puy-de-Dôme","Auvergne-Rhône-Alpes","734103","45.939486, 3.1601248"
"Riom","Puy-de-Dôme","Auvergne-Rhône-Alpes","734053","45.889965, 3.120498"
"Aurec-sur-Loire","Haute-Loire","Auvergne-Rhône-Alpes","726760","45.3711611, 4.1983439"
"Langeac","Haute-Loire","Auvergne-Rhône-Alpes","734319","45.10125, 3.490672"
"Balbigny","Loire","Auvergne-Rhône-Alpes","726869","45.817858, 4.187443"
"Pont-du-Château","Puy-de-Dôme","Auvergne-Rhône-Alpes","734087","45.7885543, 3.2377829"
"Chasse-sur-Rhône","Isère","Auvergne-Rhône-Alpes","722561","45.58237, 4.794843"
"Châtillon","Rhône","Auvergne-Rhône-Alpes","721753","45.8751815, 4.6451164"
"Marlieux","Ain","Auvergne-Rhône-Alpes","723767","46.0638765, 5.0731097"
"Vernaison","Rhône","Auvergne-Rhône-Alpes","722264","45.6456478, 4.8132908"
"Brignais","Rhône","Auvergne-Rhône-Alpes","722728","45.6737721, 4.7636596"
"Sain-Bel","Rhône","Auvergne-Rhône-Alpes","721605","45.811097, 4.6012445"
"Tassin-la-Demi-Lune","Rhône","Auvergne-Rhône-Alpes","722744","45.7521198, 4.7717824"
"Cheilly-lès-Maranges","Saône-et-Loire","Bourgogne-Franche-Comté","694398","46.8924768, 4.6758424"
"Marmagne","Saône-et-Loire","Bourgogne-Franche-Comté","694182","46.8334607, 4.3601911"
"Paray-le-Monial","Saône-et-Loire","Bourgogne-Franche-Comté","694687","46.447312, 4.113744"
"Ciry-le-Noble","Saône-et-Loire","Bourgogne-Franche-Comté","694646","46.6040913, 4.2997146"
"Pouilly-sur-Loire","Nièvre","Bourgogne-Franche-Comté","696179","47.2821696, 2.9660634"
"Tracy-sur-Loire","Nièvre","Bourgogne-Franche-Comté","696161","47.3376398, 2.8804164"
"Paris","Paris","Île-de-France","686030","48.844888, 2.37352"
"Montargis","Loiret","Centre-Val de Loire","684001","48.006862, 2.742783"
"Briare","Loiret","Centre-Val de Loire","696088","47.6464312, 2.7337154"
"Montigny-sur-Loing","Seine-et-Marne","Île-de-France","684100","48.33661, 2.738561"
"Gelles","Puy-de-Dôme","Auvergne-Rhône-Alpes","641290","45.7636525, 2.8276968"
"Lacapelle-Viescamp","Cantal","Auvergne-Rhône-Alpes","645150","44.9202424, 2.2654689"
"Merlines","Corrèze","Nouvelle-Aquitaine","641241","45.6453146, 2.4610021"
"Vic-sur-Cère","Cantal","Auvergne-Rhône-Alpes","645440","44.975877, 2.6316644"
"Hérisson","Allier","Auvergne-Rhône-Alpes","641357","46.5363284, 2.6107538"
"Lannemezan","Hautes-Pyrénées","Occitanie","671123","43.114273, 0.387367"
"Volvic","Puy-de-Dôme","Auvergne-Rhône-Alpes","641423","45.864715, 3.0031455"
"Montlaur","Haute-Garonne","Occitanie","618207","43.4752405, 1.5776454"
"Ytrac","Cantal","Auvergne-Rhône-Alpes","645101","44.9106891, 2.3644474"
"Tarbes","Hautes-Pyrénées","Occitanie","671008","43.239955, 0.069415"
"Saint-Jean-de-Luz","Pyrénées-Atlantiques","Nouvelle-Aquitaine","677120","43.385838, -1.66122"
"Oloron-Sainte-Marie","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672725","43.1947669, -0.6122826"
"Cambo-les-Bains","Pyrénées-Atlantiques","Nouvelle-Aquitaine","673657","43.3656242, -1.3966849"
"Bidarray","Pyrénées-Atlantiques","Nouvelle-Aquitaine","673699","43.2682991, -1.3453233"
"Montaut","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672113","43.1269731, -0.1982813"
"Assat","Pyrénées-Atlantiques","Nouvelle-Aquitaine","672162","43.2543993, -0.2950176"
"Ondres","Landes","Nouvelle-Aquitaine","673319","43.5685809, -1.4571793"
"Frasne","Doubs","Bourgogne-Franche-Comté","715136","46.857596, 6.157767"
"Villers-les-Pots","Côte-d'Or","Bourgogne-Franche-Comté","713339","47.2066023, 5.3478716"
"École-Valentin","Doubs","Bourgogne-Franche-Comté","710731","47.2749834, 5.9944745"
"Aiserey","Côte-d'Or","Bourgogne-Franche-Comté","712620","47.1937936, 5.1346952"
"Blaisy-Bas","Côte-d'Or","Bourgogne-Franche-Comté","713073","47.3734427, 4.7410755"
"Thenissey","Côte-d'Or","Bourgogne-Franche-Comté","713099","47.4947945, 4.6221929"
"Rully","Saône-et-Loire","Bourgogne-Franche-Comté","712026","46.8804303, 4.761033"
"Corbigny","Nièvre","Bourgogne-Franche-Comté","696617","47.254807, 3.6773226"
"Luzy","Nièvre","Bourgogne-Franche-Comté","696534","46.7940793, 3.9693245"
"Saint-Martin-d'Oney","Landes","Nouvelle-Aquitaine","671495","43.9301115, -0.6516933"
"Bourboule","Puy-de-Dôme","Auvergne-Rhône-Alpes","641464","45.5906298, 2.7462611"
"Mont-Dore","Puy-de-Dôme","Auvergne-Rhône-Alpes","641472","45.5793192, 2.8047389"
"Ygos-Saint-Saturnin","Landes","Nouvelle-Aquitaine","671487","43.9781851, -0.7361528"
"Laveissière","Cantal","Auvergne-Rhône-Alpes","645473","45.0905458, 2.7533365"
"Aurillac","Cantal","Auvergne-Rhône-Alpes","645002","44.921092, 2.435655"
"Rouget-Pers","Cantal","Auvergne-Rhône-Alpes","645176","44.887025, 2.2403887"
"Murat","Cantal","Auvergne-Rhône-Alpes","645481","45.1091483, 2.8696045"
"Theillay","Loir-et-Cher","Centre-Val de Loire","543199","47.3139904, 2.0443867"
"Paris","Paris","Île-de-France","543207","48.853322, 2.279969"
"Norville","Essonne","Île-de-France","545459","48.591617, 2.267586"
"Marolles-en-Hurepoix","Essonne","Île-de-France","545186","48.565345, 2.290327"
"Rungis","Val-de-Marne","Île-de-France","546291","48.74032, 2.35298"
"Savigny-sur-Orge","Essonne","Île-de-France","545236","48.67614, 2.35173"
"Chamarande","Essonne","Île-de-France","545152","48.514244, 2.215854"
"Athis-Mons","Essonne","Île-de-France","545251","48.712557, 2.403749"
"Ablon-sur-Seine","Val-de-Marne","Île-de-France","545269","48.725468, 2.419151"
"Dourdan","Essonne","Île-de-France","545525","48.533466, 2.009643"
"Saint-Jean-d'Angély","Charente-Maritime","Nouvelle-Aquitaine","491357","45.9407739, -0.5097829"
"Fontaines-d'Ozillac","Charente-Maritime","Nouvelle-Aquitaine","491159","45.3872162, -0.3836092"
"Châteauneuf-sur-Charente","Charente","Nouvelle-Aquitaine","491506","45.599836, -0.0502"
"Montendre","Charente-Maritime","Nouvelle-Aquitaine","491183","45.2805457, -0.3961726"
"Ferté-Saint-Aubin","Loiret","Centre-Val de Loire","543124","47.720975, 1.93236"
"Nouan-le-Fuzelier","Loir-et-Cher","Centre-Val de Loire","543157","47.5337788, 2.0330957"
"Fleury-les-Aubrais","Loiret","Centre-Val de Loire","543017","47.926801, 1.906629"
"Cavignac","Gironde","Nouvelle-Aquitaine","491217","45.105163, -0.382243"
"Royan","Charente-Maritime","Nouvelle-Aquitaine","491803","45.625886, -1.016703"
"Toury","Eure-et-Loir","Centre-Val de Loire","543074","48.193606, 1.939565"
"Martres-Tolosane","Haute-Garonne","Occitanie","611087","43.1962069, 1.0167558"
"Parsac-Rimondeix","Creuse","Nouvelle-Aquitaine","597724","46.1986154, 2.1744416"
"Saint-Martory","Haute-Garonne","Occitanie","611103","43.1385721, 0.934859"
"Ahun","Creuse","Nouvelle-Aquitaine","597708","46.1230257, 2.0229244"
"Montaigut-le-Blanc","Creuse","Nouvelle-Aquitaine","597674","46.1367425, 1.7339815"
"Boussens","Haute-Garonne","Occitanie","611095","43.179617, 0.972543"
"Guéret","Creuse","Nouvelle-Aquitaine","597609","46.1741863, 1.8793855"
"Pamiers","Ariège","Occitanie","611343","43.116207, 1.619451"
"Limoux","Aude","Occitanie","598755","43.0684511, 2.2182832"
"Créteil","Val-de-Marne","Île-de-France","608802","48.7715403, 2.4352763"
"Bordeaux","Gironde","Nouvelle-Aquitaine","581009","44.825873, -0.556697"
"Verdon-sur-Mer","Gironde","Nouvelle-Aquitaine","581397","45.567067, -1.0658575"
"Villefranche-sur-Cher","Loir-et-Cher","Centre-Val de Loire","576884","47.2948034, 1.768094"
"Orval","Cher","Centre-Val de Loire","576322","46.7265409, 2.4859441"
