"Commune","Departement","Region","Longitude_WGS84","Latitude_WGS84","Code_UIC"
"Fresnoy-le-Grand","Aisne","Hauts-de-France","3.43268","49.9501964","296293"
"Hangest-sur-Somme","Somme","Hauts-de-France","2.0661412","49.9822011","313114"
"Dercy","Aisne","Hauts-de-France","3.6918473","49.7025404","297143"
"Viry-Noureuil","Aisne","Hauts-de-France","3.2503611","49.6274493","297051"
"Bouteille","Aisne","Hauts-de-France","3.9817635","49.8596168","297085"
"Pinon","Aisne","Hauts-de-France","3.4487637","49.4960073","296566"
"Vauxaillon","Aisne","Hauts-de-France","3.4096166","49.4741418","297283"
"Picquigny","Somme","Hauts-de-France","2.1432765","49.9461557","313106"
"Moreuil","Somme","Hauts-de-France","2.47582","49.77699","313320"
"Balagny-sur-Thérain","Oise","Hauts-de-France","2.3441977","49.2942448","313569"
"Namps-Maisnil","Somme","Hauts-de-France","2.1053184","49.8082274","313379"
"Dommartin","Somme","Hauts-de-France","2.3926625","49.7996523","316109"
"Buire-sur-l'Ancre","Somme","Hauts-de-France","2.5981885","49.9647735","316067"
"Poix-de-Picardie","Somme","Hauts-de-France","1.9897767","49.7778561","313395"
"Heilles","Oise","Hauts-de-France","2.2725858","49.340531","316398"
"Chépy","Somme","Hauts-de-France","1.6574207","50.0826021","316745"
"Aumale","Seine-Maritime","Normandie","1.7560425","49.7650371","313767"
"Fouilloy","Oise","Hauts-de-France","1.8260404","49.7366368","313841"
"Amiens","Somme","Hauts-de-France","2.312592","49.890746","313874"
"Méricourt","Pas-de-Calais","Hauts-de-France","2.8854084","50.4150048","345132"
"Saint-Amand-les-Eaux","Nord","Hauts-de-France","3.41952","50.44331","343103"
"Brebières","Pas-de-Calais","Hauts-de-France","3.0142","50.33624","345108"
"Prouvy","Nord","Hauts-de-France","3.4610838","50.3167933","343418"
"Corbehem","Pas-de-Calais","Hauts-de-France","3.0405375","50.3428545","345116"
"Farbus","Pas-de-Calais","Hauts-de-France","2.8310408","50.357641","342527"
"Avion","Pas-de-Calais","Hauts-de-France","2.83365","50.40723","342584"
"Denain","Nord","Hauts-de-France","3.388699","50.3345415","343459"
"Arras","Pas-de-Calais","Hauts-de-France","2.781942","50.286673","342014"
"Lens","Pas-de-Calais","Hauts-de-France","2.828254","50.426818","345025"
"Villeneuve-d'Ascq","Nord","Hauts-de-France","3.13026","50.62403","286831"
"Nomain","Nord","Hauts-de-France","3.2308175","50.5060755","286815"
"Lille","Nord","Hauts-de-France","3.0966031","50.6176672","287128"
"Baisieux","Nord","Hauts-de-France","3.2347796","50.61845","286872"
"Nieppe","Nord","Hauts-de-France","2.8289655","50.6966975","287151"
"Chambly","Oise","Hauts-de-France","2.24048","49.16362","276725"
"Harfleur","Seine-Maritime","Normandie","0.192085","49.5059181","413708"
"Harfleur","Seine-Maritime","Normandie","0.1989828","49.5136336","413302"
"Sommery","Seine-Maritime","Normandie","1.4353726","49.6297244","411462"
"Montville","Seine-Maritime","Normandie","1.070046","49.551284","411801"
"Sévérac","Loire-Atlantique","Pays de la Loire","-2.072707","47.5498647","476754"
"Roche-Maurice","Finistère","Bretagne","-4.2050964","48.4740885","474262"
"Brandérion","Morbihan","Bretagne","-3.1940402","47.7823179","476242"
"Questembert","Morbihan","Bretagne","-2.4496002","47.6831803","476671"
"Pluneret","Morbihan","Bretagne","-2.96048","47.6785805","476648"
"Plourivo","Côtes-d'Armor","Bretagne","-3.1181396","48.761873","473850"
"Hennebont","Morbihan","Bretagne","-3.2857467","47.7990019","476259"
"Quiberon","Morbihan","Bretagne","-3.1181869","47.4852978","476457"
"Vannes","Morbihan","Bretagne","-2.752450","47.665169","476606"
"Brest","Finistère","Bretagne","-4.478903","48.388110","474007"
"Mantes-la-Jolie","Yvelines","Île-de-France","1.70337","48.98984","381509"
"Achères","Yvelines","Île-de-France","2.07739","48.97011","381657"
"Bréval","Yvelines","Île-de-France","1.54191","48.94336","381624"
"Celle-Saint-Cloud","Yvelines","Île-de-France","2.13797","48.84259","382432"
"Versailles","Yvelines","Île-de-France","2.1347523","48.8096525","382861"
"Frette-sur-Seine","Val-d'Oise","Île-de-France","2.18019","48.98035","381871"
"Cergy","Val-d'Oise","Île-de-France","2.0343975","49.0496151","382499"
"Chaville","Hauts-de-Seine","Île-de-France","2.18785","48.81213","382333"
"Étang-la-Ville","Yvelines","Île-de-France","2.0766932","48.86822","382473"
"Triel-sur-Seine","Yvelines","Île-de-France","2.00577","48.98099","381806"
"Marly-le-Roi","Yvelines","Île-de-France","2.0965436","48.8713084","382465"
"Cergy","Val-d'Oise","Île-de-France","2.0118725","49.0484932","382655"
"Louveciennes","Yvelines","Île-de-France","2.1230176","48.8610361","382457"
"Toulouse","Haute-Garonne","Occitanie","1.4014496","43.5956037","353573"
"Asnières-sur-Seine","Hauts-de-Seine","Île-de-France","2.28324","48.90580","381137"
"Boissy-l'Aillerie","Val-d'Oise","Île-de-France","2.02513","49.07598","381152"
"Paris","Paris","Île-de-France","2.2979465","48.8853581","381012"
"Éragny","Val-d'Oise","Île-de-France","2.09104","49.01824","381418"
"Paris","Paris","Île-de-France","2.2756167","48.8709710","381038"
"Chars","Val-d'Oise","Île-de-France","1.93671","49.16268","381194"
"Aix-en-Provence","Bouches-du-Rhône","Provence-Alpes-Côte d'Azur","5.317534","43.455237","319012"
"Boulogne-sur-Mer","Pas-de-Calais","Hauts-de-France","1.60904","50.72729","317016"
"Ablaincourt-Pressoir","Somme","Hauts-de-France","2.831900","49.859182","313882"
"Calais","Pas-de-Calais","Hauts-de-France","1.8983301","50.945371","317610"
"Hesdin","Pas-de-Calais","Hauts-de-France","2.0351881","50.378286","317222"
"Wacquemoulin","Oise","Hauts-de-France","2.6116581","49.5032575","316208"
"Chépy","Somme","Hauts-de-France","1.6358275","50.0682219","317495"
"Heilly","Somme","Hauts-de-France","2.5396593","49.9435191","316059"
"Daours","Somme","Hauts-de-France","2.4590533","49.899267","315044"
"Avignon","Vaucluse","Provence-Alpes-Côte d'Azur","4.786079","43.921586","981902"
"Longpré-les-Corps-Saints","Somme","Hauts-de-France","2.00277","50.01128","313122"
"Verneuil-sur-Serre","Aisne","Hauts-de-France","3.6677085","49.6486805","297119"
"Rousies","Nord","Hauts-de-France","4.010967","50.2798638","297515"
"Barenton-Bugny","Aisne","Hauts-de-France","3.6559914","49.6307907","297291"
"Ailly-sur-Noye","Somme","Hauts-de-France","2.36419","49.75448","313221"
"Crépy","Aisne","Hauts-de-France","3.5167165","49.6233401","296152"
"Pont-Remy","Somme","Hauts-de-France","1.8988404","50.0472341","313130"
"Faloise","Somme","Hauts-de-France","2.3485813","49.696527","313239"
"Corbie","Somme","Hauts-de-France","2.4996846","49.9116183","313056"
"Boves","Somme","Hauts-de-France","2.3981165","49.8462355","313213"
"Marseille-en-Beauvaisis","Oise","Hauts-de-France","1.9546349","49.5709066","313726"
"Saint-Sulpice","Oise","Hauts-de-France","2.1164133","49.3473824","313684"
"Estrées-Saint-Denis","Oise","Hauts-de-France","2.642402","49.4382161","313387"
"Berthecourt","Oise","Hauts-de-France","2.2416554","49.3544055","313585"
"Cires-lès-Mello","Oise","Hauts-de-France","2.3601903","49.2717956","313551"
"Feuquières","Oise","Hauts-de-France","1.8305169","49.6545751","313742"
"Formerie","Oise","Hauts-de-France","1.7229081","49.6542178","313833"
"Remy","Oise","Hauts-de-France","2.7059434","49.4331452","313403"
"Tricot","Oise","Hauts-de-France","2.5815586","49.5619878","313353"
"Ham","Somme","Hauts-de-France","3.07052","49.73985","313494"
"Nortkerque","Pas-de-Calais","Hauts-de-France","2.0231501","50.8829544","287292"
"Dompierre-sur-Helpe","Nord","Hauts-de-France","3.871144","50.146144","295774"
"Maubeuge","Nord","Hauts-de-France","3.93961","50.2655833","295543"
"Aulnoye-Aymeries","Nord","Hauts-de-France","3.84337","50.19749","295600"
"Avesnelles","Nord","Hauts-de-France","3.9485876","50.1185513","295725"
"Berlaimont","Nord","Hauts-de-France","3.8105316","50.1980095","295808"
"Avesnes-sur-Helpe","Nord","Hauts-de-France","3.93295","50.12674","295733"
"Fourmies","Nord","Hauts-de-France","4.05357","50.01541","295048"
"Anor","Nord","Hauts-de-France","4.0929803","49.984892","295055"
"Anstaing","Nord","Hauts-de-France","3.1933039","50.6040201","287219"
"Longueil-Sainte-Marie","Oise","Hauts-de-France","2.7175537","49.3425377","276303"
"Saint-Leu-d'Esserent","Oise","Hauts-de-France","2.4177845","49.2140819","276402"
"Orry-la-Ville","Oise","Hauts-de-France","2.5058656","49.126985","276287"
"Rieux","Oise","Hauts-de-France","2.52140","49.29866","276352"
"Deuil-la-Barre","Val-d'Oise","Île-de-France","2.33785","48.97589","276345"
"Fosses","Val-d'Oise","Île-de-France","2.52527","49.09961","276261"
"Courcelles-le-Comte","Pas-de-Calais","Hauts-de-France","2.7880351","50.1694124","342063"
"Aubigny-en-Artois","Pas-de-Calais","Hauts-de-France","2.5928045","50.35297","342246"
"Boisleux-au-Mont","Pas-de-Calais","Hauts-de-France","2.771855","50.2104665","342071"
"Cesson-Sévigné","Ille-et-Vilaine","Bretagne","-1.60211","48.11281","334490"
"Pleudaniel","Côtes-d'Armor","Bretagne","-3.1348766","48.7485663","322347"
"Miraumont","Somme","Hauts-de-France","2.7344755","50.0958521","342030"
"Thésée","Loir-et-Cher","Centre-Val de Loire","1.3120568","47.322271","328195"
"Frévin-Capelle","Pas-de-Calais","Hauts-de-France","2.6338262","50.3473177","342212"
"Montluçon","Allier","Auvergne-Rhône-Alpes","2.6115119","46.3355913","323675"
"Saint-Ouen-l'Aumône","Val-d'Oise","Île-de-France","2.1279345","49.0338707","337980"
"Éperlecques","Pas-de-Calais","Hauts-de-France","2.2079599","50.8254043","281436"
"Saint-Omer","Pas-de-Calais","Hauts-de-France","2.2667624","50.7536204","281444"
"Bornel","Oise","Hauts-de-France","2.20717","49.19471","276717"
"Ribécourt-Dreslincourt","Oise","Hauts-de-France","2.92714","49.50633","276766"
"Montataire","Oise","Hauts-de-France","2.4362155","49.2510365","276618"
"Arnèke","Nord","Hauts-de-France","2.4083063","50.831522","281121"
"Bruyères-sur-Oise","Val-d'Oise","Île-de-France","2.3259636","49.1552098","276451"
"Presles","Val-d'Oise","Île-de-France","2.28759","49.11346","276501"
"Ermont","Val-d'Oise","Île-de-France","2.26323","48.98980","276584"
"Taverny","Val-d'Oise","Île-de-France","2.22187","49.02536","276634"
"Vénissieux","Rhône","Auvergne-Rhône-Alpes","4.888109","45.705551","723320"
"Vienne","Isère","Auvergne-Rhône-Alpes","4.874211","45.521207","722587"
"Toulouse","Haute-Garonne","Occitanie","1.3718548","43.5997881","353599"
"Lavilletertre","Oise","Hauts-de-France","1.9206361","49.2024666","381202"
"Trie-Château","Oise","Hauts-de-France","1.8180386","49.2827168","381236"
"Wambaix","Nord","Hauts-de-France","3.3114074","50.1338767","345595"
"Bertry","Nord","Hauts-de-France","3.4489955","50.0911265","345553"
"Cambrai","Nord","Hauts-de-France","3.24118","50.17662","345520"
"Sérifontaine","Oise","Hauts-de-France","1.7639818","49.3572878","381269"
"Paris","Paris","Île-de-France","2.2845160","48.8779830","381020"
"Nanteuil-le-Haudouin","Oise","Hauts-de-France","2.79459","49.14275","271577"
"Tieffenbach","Bas-Rhin","Grand Est","7.25527","48.9062169","215699"
"Ormoy-Villers","Oise","Hauts-de-France","2.8379502","49.2003204","271585"
"Lille","Nord","Hauts-de-France","3.075796","50.639224","223263"
"Lutzelbourg","Moselle","Grand Est","7.2516808","48.7299065","215160"
"Tremblay-en-France","Seine-Saint-Denis","Île-de-France","2.56135","49.00956","271460"
"Villepinte","Seine-Saint-Denis","Île-de-France","2.51382","48.97334","271486"
"Saint-Ouen","Seine-Saint-Denis","Île-de-France","2.32257","48.90531","271247"
"Drancy","Seine-Saint-Denis","Île-de-France","2.45497","48.93298","271403"
"","","","","","697326"
"Saint-Remy-en-l'Eau","Oise","Hauts-de-France","2.4258609","49.4681726","313288"
"Origny-en-Thiérache","Aisne","Hauts-de-France","4.0241558","49.8906693","296145"
"Méricourt-l'Abbé","Somme","Hauts-de-France","2.5726254","49.9556384","313064"
"Ailly-sur-Somme","Somme","Hauts-de-France","2.20059","49.92838","313098"
"Montescourt-Lizerolles","Aisne","Hauts-de-France","3.2519756","49.7380842","296418"
"Saint-Hilaire-sur-Helpe","Nord","Hauts-de-France","3.9140099","50.1319709","297531"
"Mennessis","Aisne","Hauts-de-France","3.2711145","49.6915989","296434"
"Avrechy","Oise","Hauts-de-France","2.4179608","49.4446439","313296"
"Albert","Somme","Hauts-de-France","2.64453","50.00546","313072"
"Ingersheim","Haut-Rhin","Grand Est","7.2976143","48.0888721","303875"
"Blangy-sur-Ternoise","Pas-de-Calais","Hauts-de-France","2.1721585","50.424669","317248"
"Feuquières-en-Vimeu","Somme","Hauts-de-France","1.5890574","50.0632646","317503"
"Ham-en-Artois","Pas-de-Calais","Hauts-de-France","2.4657764","50.5900401","342261"
"Fouquereuil","Pas-de-Calais","Hauts-de-France","2.6074449","50.5255091","342204"
"Steenbecque","Nord","Hauts-de-France","2.510089","50.6806568","342295"
"Rœux","Pas-de-Calais","Hauts-de-France","2.8950172","50.3034404","342089"
"Beuvrages","Nord","Hauts-de-France","3.5061396","50.3894892","343160"
"Thiennes","Nord","Hauts-de-France","2.4729218","50.6523561","342287"
"Isbergues","Pas-de-Calais","Hauts-de-France","2.46277","50.61399","342279"
"Hœnheim","Bas-Rhin","Grand Est","7.7581387","48.6285976","338517"
"Étaples","Pas-de-Calais","Hauts-de-France","1.64231","50.51686","317065"
"Camiers","Pas-de-Calais","Hauts-de-France","1.614825","50.5759062","317081"
"Ferques","Pas-de-Calais","Hauts-de-France","1.7722209","50.8163364","316687"
"Hargicourt","Somme","Hauts-de-France","2.5317673","49.7138593","313338"
"Villers-Bretonneux","Somme","Hauts-de-France","2.52141","49.86295","313437"
"Longroy","Seine-Maritime","Normandie","1.5526598","49.9818917","313817"
"Marcelcave","Somme","Hauts-de-France","2.5819031","49.8532165","313445"
"Cramoisy","Oise","Hauts-de-France","2.40489","49.256625","313544"
"Montdidier","Somme","Hauts-de-France","2.56300","49.64147","313346"
"Beauvais","Oise","Hauts-de-France","2.08869","49.42648","313510"
"Rantigny","Oise","Hauts-de-France","2.44532","49.32471","276212"
"Laigneville","Oise","Hauts-de-France","2.44894","49.29276","276204"
"Coyolles","Aisne","Hauts-de-France","2.9885685","49.2339406","271601"
"Longpont","Aisne","Hauts-de-France","3.2301676","49.2726851","271775"
"Soissons","Aisne","Hauts-de-France","3.3381259","49.3691983","271817"
"Franconville","Val-d'Oise","Île-de-France","2.23514","48.99358","276071"
"Thieux","Seine-et-Marne","Île-de-France","2.6805271","49.0084346","272054"
"Villaines-sous-Bois","Val-d'Oise","Île-de-France","2.3513736","49.0798273","272021"
"Sannois","Val-d'Oise","Île-de-France","2.26377","48.97016","276188"
"Seugy","Val-d'Oise","Île-de-France","2.3989116","49.1189923","272039"
"Meux","Oise","Hauts-de-France","2.7532645","49.3594029","276733"
"Villers-Saint-Paul","Oise","Hauts-de-France","2.4899067","49.2825762","276378"
"Précy-sur-Oise","Oise","Hauts-de-France","2.3764638","49.2033492","276410"
"Compiègne","Oise","Hauts-de-France","2.823679","49.422005","276691"
"Saint-Brice-sous-Forêt","Val-d'Oise","Île-de-France","2.36867","48.99529","276386"
"Méry-sur-Oise","Val-d'Oise","Île-de-France","2.19074","49.05766","276667"
"Persan","Val-d'Oise","Île-de-France","2.27914","49.14795","276469"
"Frépillon","Val-d'Oise","Île-de-France","2.19717","49.04620","276659"
"Luzarches","Val-d'Oise","Île-de-France","2.42074","49.11719","276576"
"Groslay","Val-d'Oise","Île-de-France","2.35358","48.98462","276360"
"Coudekerque-Branche","Nord","Hauts-de-France","2.3751425","51.0177069","281402"
"Saint-André-lez-Lille","Nord","Hauts-de-France","3.0475916","50.6544842","286195"
"Croix","Nord","Hauts-de-France","3.1516591","50.6872009","281055"
"Wambrechies","Nord","Hauts-de-France","3.0402974","50.6812648","286229"
"Lille","Nord","Hauts-de-France","3.1149328","50.6226402","286062"
"Hazebrouck","Nord","Hauts-de-France","2.54129","50.72501","286302"
"Tourcoing","Nord","Hauts-de-France","3.16804","50.71683","286542"
"Phalempin","Nord","Hauts-de-France","3.01990","50.51540","286500"
"Pimprez","Oise","Hauts-de-France","2.9540017","49.5341405","276774"
"Thourotte","Oise","Hauts-de-France","2.8830021","49.4760722","276741"
"Sin-le-Noble","Nord","Hauts-de-France","3.112777","50.356612","345405"
"Bauvin","Nord","Hauts-de-France","2.90540","50.51168","345280"
"Brunémont","Nord","Hauts-de-France","3.1453509","50.2783197","345439"
"Bouchain","Nord","Hauts-de-France","3.3319096","50.2780892","345389"
"Lourches","Nord","Hauts-de-France","3.3434016","50.3102834","343475"
"Raismes","Nord","Hauts-de-France","3.4788322","50.3902495","343319"
"Ostricourt","Nord","Hauts-de-France","3.03244","50.44542","345249"
"Cantin","Nord","Hauts-de-France","3.121943","50.3124545","345413"
"Somain","Nord","Hauts-de-France","3.27738","50.35570","345314"
"Douai","Nord","Hauts-de-France","3.089986","50.371677","345009"
"Lille","Nord","Hauts-de-France","3.075837","50.6119054","287250"
"Ruminghem","Pas-de-Calais","Hauts-de-France","2.1576706","50.8620636","287300"
"Villeneuve-d'Ascq","Nord","Hauts-de-France","3.1475351","50.6227708","286856"
"Louvroil","Nord","Hauts-de-France","3.9535768","50.2683469","295535"
"Deûlémont","Nord","Hauts-de-France","2.9933077","50.7159172","287185"
"Bouvines","Nord","Hauts-de-France","3.2021971","50.5737864","287235"
"Villeneuve-d'Ascq","Nord","Hauts-de-France","3.1598992","50.6218591","286864"
"Rosult","Nord","Hauts-de-France","3.3490115","50.4563667","286567"
"Nomain","Nord","Hauts-de-France","3.2063499","50.5023744","286609"
"Ors","Nord","Hauts-de-France","3.626754","50.1031718","295667"
"Sennecey-le-Grand","Saône-et-Loire","Bourgogne-Franche-Comté","4.874316","46.6406445","725614"
"Saint-André-de-Corcy","Ain","Auvergne-Rhône-Alpes","4.948846","45.925911","723734"
"Mâcon","Saône-et-Loire","Bourgogne-Franche-Comté","4.824887","46.302572","725689"
"Pont-de-Veyle","Ain","Auvergne-Rhône-Alpes","4.8930347","46.2679114","725804"
"Échirolles","Isère","Auvergne-Rhône-Alpes","5.718943","45.153022","725895"
"Beynost","Ain","Auvergne-Rhône-Alpes","5.006969","45.833915","723544"
"Vonnas","Ain","Auvergne-Rhône-Alpes","4.9916677","46.2272852","725820"
"Saint-Germain-au-Mont-d'Or","Rhône","Auvergne-Rhône-Alpes","4.804265","45.888352","721282"
"Saint-Georges-de-Reneins","Rhône","Auvergne-Rhône-Alpes","4.7188908","46.0621952","721340"
"Tassin-la-Demi-Lune","Rhône","Auvergne-Rhône-Alpes","4.7795238","45.7657162","721506"
"Mamirolle","Doubs","Bourgogne-Franche-Comté","6.1617411","47.1998712","718510"
"Lyon","Rhône","Auvergne-Rhône-Alpes","4.804631","45.766078","721175"
"Avoudrey","Doubs","Bourgogne-Franche-Comté","6.434573","47.1298359","718551"
"Gilley","Doubs","Bourgogne-Franche-Comté","6.4925676","47.0500626","718577"
"Mouchard","Jura","Bourgogne-Franche-Comté","5.799644","46.976911","718833"
"Quincieux","Rhône","Auvergne-Rhône-Alpes","4.7785643","45.9068815","721290"
"Arbresle","Rhône","Auvergne-Rhône-Alpes","4.618319","45.833299","721431"
"Chaumusse","Jura","Bourgogne-Franche-Comté","5.9613342","46.6048753","715391"
"Chaux-des-Crotenay","Jura","Bourgogne-Franche-Comté","5.9438595","46.6545926","715383"
"Sainte-Colombe","Doubs","Bourgogne-Franche-Comté","6.2659748","46.879207","715151"
"Champagnole","Jura","Bourgogne-Franche-Comté","5.9100314","46.7492981","715326"
"Ruffey-lès-Echirey","Côte-d'Or","Bourgogne-Franche-Comté","5.079358","47.370587","713826"
"Pontarlier","Doubs","Bourgogne-Franche-Comté","6.353524","46.900944","715003"
"Louhans","Saône-et-Loire","Bourgogne-Franche-Comté","5.2174853","46.6309","713735"
"Morbier","Jura","Bourgogne-Franche-Comté","6.0176446","46.5392164","715433"
"Chagny","Saône-et-Loire","Bourgogne-Franche-Comté","4.749682","46.907269","713578"
"Saône","Doubs","Bourgogne-Franche-Comté","6.1013089","47.2097669","718502"
"Labège","Haute-Garonne","Occitanie","1.5329207","43.5305367","612028"
"Lamagistère","Tarn-et-Garonne","Occitanie","0.8255002","44.1267231","611855"
"Isle-Jourdain","Gers","Occitanie","1.089829","43.617185","611806"
"Laguépie","Tarn-et-Garonne","Occitanie","1.9692195","44.1455256","613471"
"Toulouse","Haute-Garonne","Occitanie","1.3839252","43.5966262","611939"
"Malause","Tarn-et-Garonne","Occitanie","0.9716854","44.0882672","611871"
"Capdenac-Gare","Aveyron","Occitanie","2.0779632","44.5782458","613109"
"Moissac","Tarn-et-Garonne","Occitanie","1.077345","44.1024178","611889"
"Bram","Aude","Occitanie","2.1191467","43.2441014","615054"
"Toulouse","Haute-Garonne","Occitanie","1.439154","43.6354791","611954"
"Périgueux","Dordogne","Nouvelle-Aquitaine","0.7336349","45.1783328","595504"
"Toulouse","Haute-Garonne","Occitanie","1.453616","43.611206","611004"
"Lestelle-de-Saint-Martory","Haute-Garonne","Occitanie","0.9132139","43.1188355","611111"
"Mourioux-Vieilleville","Creuse","Nouvelle-Aquitaine","1.6736439","46.0910959","597633"
"Felletin","Creuse","Nouvelle-Aquitaine","2.169543","45.8864021","597849"
"Bonneville-sur-Iton","Eure","Normandie","1.035014","48.9884615","387142"
"Morre","Doubs","Bourgogne-Franche-Comté","6.0673029","47.2259417","391300"
"Saint-Germain-en-Laye","Yvelines","Île-de-France","2.0733132","48.9032098","382804"
"Étang-la-Ville","Yvelines","Île-de-France","2.0509372","48.8677671","382481"
"Verneuil-sur-Seine","Yvelines","Île-de-France","1.9828731","48.9811884","386656"
"Versailles","Yvelines","Île-de-France","2.1358827","48.7958264","393009"
"Épône","Yvelines","Île-de-France","1.8085932","48.9631225","386763"
"Paris","Paris","Île-de-France","2.3010287","48.8625705","393041"
"Mureaux","Yvelines","Île-de-France","1.9129871","48.9927897","386680"
"Clamart","Hauts-de-Seine","Île-de-France","2.2733273","48.813844","391565"
"Conflans-Sainte-Honorine","Yvelines","Île-de-France","2.09783","48.99646","381897"
"Cormeilles-en-Parisis","Val-d'Oise","Île-de-France","2.19358","48.96864","381863"
"Conflans-Sainte-Honorine","Yvelines","Île-de-France","2.07465","48.98931","381459"
"Argenteuil","Val-d'Oise","Île-de-France","2.23088","48.95042","381798"
"Saint-Cloud","Hauts-de-Seine","Île-de-France","2.21636","48.85645","382366"
"Argenteuil","Val-d'Oise","Île-de-France","2.25727","48.94686","381848"
"Gargenville","Yvelines","Île-de-France","1.80890","48.98318","381566"
"Juziers","Yvelines","Île-de-France","1.84579","48.99244","381558"
"Trith-Saint-Léger","Nord","Hauts-de-France","3.4893247","50.3318146","343400"
"Chaumont-en-Vexin","Oise","Hauts-de-France","1.87274","49.26139","381228"
"Billy-Montigny","Pas-de-Calais","Hauts-de-France","2.91206","50.41556","345140"
"Colomiers","Haute-Garonne","Occitanie","1.3528032","43.6024594","353581"
"Liévin","Pas-de-Calais","Hauts-de-France","2.7716316","50.434139","345041"
"Maurois","Nord","Hauts-de-France","3.4562554","50.0674506","345546"
"Paris","Paris","Île-de-France","2.2722380","48.8644077","381046"
"Paris","Paris","Île-de-France","2.31425","48.88755","381111"
"Us","Val-d'Oise","Île-de-France","1.97076","49.09969","381178"
"Pont-Sainte-Maxence","Oise","Hauts-de-France","2.60289","49.30974","276329"
"Orry-la-Ville","Oise","Hauts-de-France","2.49000","49.13895","276279"
"Boran-sur-Oise","Oise","Hauts-de-France","2.362537","49.1671348","276444"
"Chevrières","Oise","Hauts-de-France","2.6828025","49.3373064","276311"
"Saint-Leu-la-Forêt","Val-d'Oise","Île-de-France","2.24264","49.01571","276600"
