Date/Mensuel;Code UIC;Nom de la gare;Assistance simple;Rampe;Fauteuil;Rampe et  fauteuil;Total
2016-12;0087743005;Bourg-en-Bresse;54;44;2;245;145
2016-12;0087576207;Bourges;29;31;6;186;120
2016-12;0087734244;Brassac-les-Mines - Sainte-Florine;0;0;0;2;2
2016-12;0087487249;Bressuire;0;0;0;1;1
2016-12;0087444000;Caen;176;102;7;604;319
2016-12;0087276725;Chambly;0;0;0;1;1
2016-12;0087576298;Châteauneuf-sur-Cher;9;1;0;16;6
2016-12;0087641415;Commentry;1;0;0;1;0
2016-12;0087741074;Culoz;6;7;0;59;46
2016-12;0087696484;Decize;35;1;0;50;14
2016-12;0087478164;Dinan;7;1;1;19;10
2016-12;0087696427;Dompierre Sept Fons;0;0;0;0;0
2016-12;0087345009;Douai;60;30;3;152;59
2016-12;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2016-12;0087387001;Évreux Normandie;23;7;7;79;42
2016-12;0087193003;Forbach;12;7;1;35;15
2016-12;0087722405;Givors;3;0;0;3;0
2016-12;0087447680;Granville;10;16;1;49;22
2016-12;0087677005;Hendaye;11;13;0;46;22
2016-12;0087734202;Issoire;6;2;0;26;18
2016-12;0087175091;Joinville;0;1;0;1;0
2016-12;0087696195;La Charité-Sur-Loire;0;0;0;0;0
2016-12;0087543124;La Ferté-Saint-Aubin;0;0;0;1;1
2016-12;0087394254;La Loupe;0;3;0;5;2
2016-12;0087486019;La Roche-sur-Yon;26;33;0;158;99
2016-12;0087671123;Lannemezan;0;3;0;14;11
2016-12;0087721431;L'Arbresle;0;0;0;0;0
2016-12;0087713115;Les Laumes Alésia;0;2;0;6;4
2016-12;0087194274;Longuyon;0;0;0;6;6
2016-12;0087713735;Louhans;0;3;0;5;2
2016-12;0087725705;Mâcon Loché TGV;49;24;1;101;27
2016-12;0087394130;Maintenon;0;0;0;2;2
2016-12;0087586545;Marmande;36;24;1;112;51
2016-12;0087734871;Massiac - Blesle;0;0;0;22;22
2016-12;0087645168;Maurs;0;0;0;3;3
2016-12;0087574194;Mer;1;0;0;3;2
2016-12;0087192039;Metz;159;85;4;496;248
2016-12;0087147322;Meuse TGV;10;6;0;32;16
2016-12;0087594275;Meymac;0;0;0;3;3
2016-12;0087742007;Modane;1;4;1;8;2
2016-12;0087214577;Molsheim;7;0;0;8;1
2016-12;0087694307;Montchanin;10;8;0;30;12
2016-12;0087671016;Mont-de-Marsan;8;9;0;47;30
2016-12;0087313320;Moreuil;0;0;0;0;0
2016-12;0087474338;Morlaix;33;24;0;110;53
2016-12;0087741728;Moûtiers - Salins - Brides-les-Bains;5;23;0;52;24
2016-12;0087781104;Narbonne;80;133;1;425;211
2016-12;0087696005;Nevers;57;30;1;243;155
2016-12;0087592725;Nexon;0;0;0;0;0
2016-12;0087775007;Nîmes;149;223;9;863;482
2016-12;0087543009;Orléans;55;40;11;322;216
2016-12;0087611343;Pamiers;14;7;1;43;21
2016-12;0087694687;Paray-le-Monial;3;2;0;18;13
2016-12;0087686667;Paris Bercy;84;100;3;405;218
2016-12;0087113001;Paris Est;387;431;18;1351;515
2016-12;0087686006;Paris Gare de Lyon;1292;2836;73;6230;2029
2016-12;0087391003;Paris Montparnasse;944;1725;66;4478;1743
2016-12;0087384008;Paris Saint-Lazare;465;269;34;1283;515
2016-12;0087784009;Perpignan;92;118;0;398;188
2016-12;0087575001;Poitiers;132;173;9;755;441
2016-12;0087715003;Pontarlier;1;2;1;8;4
2016-12;0087683136;Pont-sur-Yonne;0;0;0;0;0
2016-12;0087471300;Redon;45;36;0;222;141
2016-12;0087172080;Revin;0;0;0;0;0
2016-12;0087613422;Rodez;8;11;0;59;40
2016-12;0087726000;Saint-Étienne Châteaucreux;84;60;6;373;223
2016-12;0087486571;Saint-Gilles-Croix-de-Vie;7;7;0;25;11
2016-12;0087742320;Saint-Jean-de-Maurienne Arvan;4;5;0;27;18
2016-12;0087447003;Saint-Lô;17;7;0;38;14
2016-12;0087281444;Saint-Omer;9;1;0;24;14
2016-12;0087757526;Saint-Raphaël Valescure;41;134;2;290;113
2016-12;0087592345;Saint-Sulpice-Laurière;0;0;0;0;0
2016-12;0087543165;Salbris;0;0;0;5;5
2016-12;0087172254;Sedan;36;43;0;86;7
2016-12;0087576868;Selles-sur-Cher;0;0;0;1;1
2016-12;0087396234;Sillé-le-Guillaume;17;4;0;30;9
2016-12;0087594333;Souillac;3;9;0;46;34
2016-12;0087212027;Strasbourg;469;373;14;1523;667
2016-12;0087671008;Tarbes;34;36;0;156;86
2016-12;0087594093;Ussel;1;0;0;4;3
2016-12;0087594200;Uzerche;2;5;0;13;6
2016-12;0087734426;Vertaizon;0;0;0;0;0
2016-12;0087174276;Vitry-le-François;3;1;1;19;14
2017-01;0087545657;Auneau;1;0;0;1;0
2017-01;0087726760;Aurec;0;0;0;0;0
2017-01;0087300822;Belfort - Montbéliard TGV;30;27;3;116;56
2017-01;0087575142;Châtellerault;16;18;0;74;40
2017-01;0087394221;Courville-sur-Eure;0;0;0;0;0
2017-01;0087696484;Decize;22;1;0;34;11
2017-01;0087613091;Figeac;2;2;0;18;14
2017-01;0087295063;Hirson;5;2;0;13;6
2017-01;0087473223;Lannion;3;10;1;23;9
2017-01;0087734160;Le Cendre - Orcet;0;0;0;4;4
2017-01;0087481788;Le Croisic;26;12;0;46;8
2017-01;0087393702;Massy TGV;69;82;2;286;133
2017-01;0087694620;Montceau-les-Mines;0;0;0;0;0
2017-01;0087481390;Challans;4;3;0;13;6
2017-01;0087116582;Château-Thierry;1;0;0;12;11
2017-01;0087142000;Chaumont;8;6;0;36;22
2015-05;0087444877;Cherbourg;41;9;0;81;31
2015-06;0087547000;Paris Austerlitz;169;254;31;913;459
2015-06;0087734038;Royat - Chamalières;0;0;0;0;0
2015-06;0087113001;Paris Est;367;289;22;1111;433
2015-06;0087645507;Neussargues;3;0;0;11;8
2015-06;0087574855;Montrichard;0;0;0;4;4
2015-06;0087474338;Morlaix;44;32;0;150;74
2015-06;0087741009;Chambéry - Challes-les-Eaux;124;65;2;353;162
2015-06;0087743005;Bourg-en-Bresse;14;33;1;149;101
2015-06;0087574897;Saint-Aignan - Noyers;3;1;0;4;0
2015-06;0087575050;Sainte-Maure - Noyant;0;0;0;0;0
2015-06;0087214056;Sélestat;38;4;0;59;17
2015-06;0087194001;Longwy;3;1;0;8;4
2015-06;0087725705;Mâcon Loché TGV;21;33;0;61;7
2015-06;0087713131;Montbard;1;11;0;16;4
2015-06;0087345520;Cambrai;13;4;1;31;13
2015-06;0087171926;Champagne-Ardenne TGV;43;59;7;207;98
2015-06;0087574004;Blois-Chambord;17;18;9;96;52
2015-06;0087613356;Caussade;1;0;0;1;0
2015-06;0087444067;Bayeux;9;2;0;26;15
2015-06;0087394452;Brou;0;0;0;0;0
2015-06;0087174003;Châlons-en-Champagne;6;12;3;87;66
2015-06;0087696807;Clamecy;0;0;0;0;0
2015-06;0087757674;Antibes;62;105;3;295;125
2015-06;0087481192;Ancenis;24;10;1;62;27
2015-06;0087694570;Autun;0;0;0;4;4
2015-06;0087447680;Granville;13;13;2;45;17
2015-06;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2015-06;0087473009;Saint-Brieuc;57;67;8;217;85
2015-06;0087144451;Remiremont;4;7;1;25;13
2015-06;0087396234;Sillé-le-Guillaume;45;1;0;57;11
2015-06;0087751206;Sisteron;7;0;0;7;0
2015-06;0087713651;Saint-Jean-de-Losne;0;0;0;1;1
2015-06;0087175000;Saint-Dizier;1;6;1;21;13
2015-06;0087478107;Saint-Malo;68;68;2;218;80
2015-06;0087491001;Saintes;24;32;4;175;115
2015-06;0087696328;Moulins sur Allier;15;12;2;145;116
2015-06;0087672725;Oloron-Sainte-Marie;3;2;0;9;4
2015-06;0087413385;Yvetot;9;1;0;20;10
2015-06;0087611152;Montréjeau - Gourdan-Polignan;8;12;0;54;34
2015-06;0087694620;Montceau-les-Mines;2;2;0;5;1
2015-06;0087641001;Montluçon;12;16;1;89;60
2015-06;0087694307;Montchanin;1;4;0;13;8
2015-06;0087732404;Gannat;1;0;0;3;2
2015-06;0087611616;Foix;0;10;0;19;9
2015-06;0087574475;Bléré la Croix;0;0;0;1;1
2015-06;0087745000;Bellegarde;69;101;3;364;191
2015-06;0087673400;Biarritz;37;35;3;127;52
2015-06;0087318964;Avignon TGV;236;361;11;979;371
2015-06;0087583005;Angoulême;55;128;6;504;315
2015-06;0087753657;Arles;17;12;0;54;25
2015-06;0087734251;Arvant;0;0;0;5;5
2015-06;0087276691;Compiègne;13;11;0;42;18
2015-06;0087715136;Frasne;9;15;0;36;12
2015-06;0087683318;Saint-Florentin - Vergigny;0;1;0;42;41
2015-06;0087574319;Onzain Chaumont sur Loire;0;0;0;5;5
2015-06;0087471300;Redon;86;12;0;219;121
2015-06;0087576116;Mehun-sur-Yèvre;0;0;0;0;0
2015-06;0087718833;Mouchard;8;1;0;32;23
2015-06;0087476606;Vannes;64;57;0;196;75
2015-06;0087713115;Les Laumes Alésia;1;2;0;4;1
2015-06;0087615476;Lavaur;19;0;0;23;4
2015-06;0087734442;Lezoux;0;0;0;0;0
2015-06;0087394437;Illiers-Combray;0;0;0;0;0
2015-06;0087286302;Hazebrouck;26;2;0;51;23
2015-06;0087545707;Voves;0;0;0;0;0
2015-06;0087594333;Souillac;0;11;2;35;22
2015-06;0087713198;Tonnerre;0;0;0;44;44
2015-06;0087286146;Armentières;4;0;0;9;5
2015-06;0087193003;Forbach;6;5;0;19;8
2015-06;0087474155;Rosporden;12;10;0;33;11
2015-06;0087672006;Pau;58;42;2;254;152
2015-06;0087713529;Nuits-Saint-Georges;1;0;0;8;7
2015-06;0087611038;Muret;9;1;0;34;24
2015-06;0087755447;Les Arcs - Draguignan;31;38;1;102;32
2015-06;0087271551;Le Plessis-Belleville;0;0;0;0;0
2015-06;0087784009;Perpignan;98;157;5;468;208
2015-06;0087611343;Pamiers;13;2;0;21;6
2015-06;0087746438;Sallanches - Combloux - Megève;3;1;0;6;2
2015-06;0087212027;Strasbourg;450;246;6;1262;560
2015-06;0087481226;Sainte-Pazanne;30;19;0;92;43
2015-06;0087743633;Saint-Claude;1;0;0;3;2
2015-06;0087313122;Longpré-les-Corps-Saints;0;0;0;0;0
2015-06;0087722025;Lyon Perrache;63;67;3;342;209
2015-06;0087142109;Lorraine TGV;60;75;4;220;81
2015-06;0087571471;Loches;0;0;0;3;3
2015-06;0087734699;Le Puy-en-Velay;15;12;0;60;33
2015-06;0087396002;Le Mans;264;134;15;916;503
2015-06;0087571828;Langeais;0;2;0;6;4
2015-06;0087611244;Montauban Ville Bourbon;16;33;0;125;76
2015-06;0087313346;Montdidier;0;0;0;1;1
2015-06;0087481002;Nantes;634;453;19;2196;1090
2015-06;0087645440;Vic-sur-Cère;0;0;0;1;1
2015-06;0087481754;La Baule-Escoublac;44;66;1;175;64
2015-06;0087394254;La Loupe;0;0;0;1;1
2015-06;0087576876;Gièvres;0;0;0;0;0
2015-06;0087683243;Joigny;0;0;0;4;4
2015-07;0087725705;Mâcon Loché TGV;19;26;1;56;10
2015-07;0087191106;Maizières-lès-Metz;0;0;0;0;0
2015-07;0087696005;Nevers;53;24;1;228;150
2017-11;0087382655;Cergy le Haut;1;12;0;3;16
2017-11;0087713578;Chagny;42;1;2;0;45
2017-11;0087481390;Challans;2;3;3;0;8
2017-11;0087172007;Charleville-Mézières;32;64;27;0;123
2017-11;0087381194;Chars;0;0;0;0;0
2017-11;0087394007;Chartres;38;7;25;0;70
2017-11;0087545756;Châteaudun;2;0;0;0;2
2017-11;0087576298;Châteauneuf-sur-Cher;2;1;2;0;5
2017-11;0087574665;Château-Renault;0;0;0;0;0
2017-11;0087575142;Châtellerault;59;8;20;0;87
2017-11;0087116111;Chelles - Gournay;0;0;0;0;0
2017-11;0087444877;Cherbourg;28;40;9;2;79
2017-11;0087734004;Clermont-Ferrand;272;51;37;1;361
2017-11;0087381087;Colombes;4;56;1;0;61
2017-11;0087381863;Cormeilles-en-Parisis;3;0;0;0;3
2017-11;0087696146;Cosne-sur-Loire;7;0;9;0;16
2017-11;0087394221;Courville-sur-Eure;0;0;0;0;0
2017-11;0087271593;Crépy-en-Valois;4;0;0;0;4
2017-11;0087741074;Culoz;49;7;8;0;64
2017-11;0087696484;Decize;13;33;0;0;46
2017-11;0087415018;Dieppe;17;23;8;0;48
2017-11;0087478073;Dol;15;13;5;0;33
2017-11;0087144006;Épinal;75;28;12;0;115
2017-11;0087694141;Étang;0;0;0;0;0
2017-11;0087592121;Eymoutiers Vassivière;1;0;1;0;2
2017-11;0087171330;Fismes;0;0;0;0;0
2017-11;0087393405;Fontenay-le-Fleury;0;0;0;0;0
2017-11;0087732404;Gannat;1;0;0;0;1
2017-11;0087382259;Garches - Marnes-la-Coquette;7;15;1;0;23
2017-11;0087381566;Gargenville;0;0;0;0;0
2017-11;0087713313;Genlis;1;28;0;0;29
2017-11;0087684290;Gien;10;0;2;0;12
2017-11;0087191114;Hagondange;13;3;0;0;16
2017-11;0087286302;Hazebrouck;32;30;8;1;71
2017-11;0087381574;Issou - Porcheville;0;0;0;0;0
2017-11;0087382218;La Défense;11;29;0;1;41
2017-11;0087543124;La Ferté-Saint-Aubin;0;0;2;0;2
2017-11;0087116517;La Ferté-sous-Jouarre;0;0;0;0;0
2017-11;0087386003;La Garenne-Colombes;7;19;1;0;27
2017-11;0087592378;La Souterraine;58;10;5;0;73
2017-11;0087394171;La Villette Saint-Prest;0;0;0;0;0
2017-11;0087116319;Lagny - Thorigny;0;0;0;0;0
2017-11;0087571828;Langeais;7;0;1;0;8
2017-11;0087582775;Langon;2;2;1;0;5
2017-11;0087671123;Lannemezan;3;0;0;0;3
2017-11;0087478404;Laval;149;43;25;0;217
2017-11;0087694000;Le Creusot Ville;2;4;1;0;7
2017-11;0087481788;Le Croisic;4;21;15;0;40
2017-11;0087413013;Le Havre;38;43;26;10;117
2017-11;0087113472;Le Raincy - Villemomble - Montfermeil;0;0;0;0;0
2017-11;0087543017;Les Aubrais;123;18;23;3;167
2017-04;0087174003;Châlons-en-Champagne;22;8;0;54;24
2017-04;0087746370;Cluses;2;3;0;15;10
2017-04;0087276006;Creil;22;6;0;36;8
2017-04;0087713412;Dole;63;13;4;133;53
2017-04;0087175091;Joinville;0;0;0;3;3
2017-04;0087641464;La Bourboule;0;0;0;0;0
2017-04;0087271304;La Courneuve - Aubervilliers;0;0;0;0;0
2017-04;0087381095;Le Stade;0;0;0;0;0
2017-04;0087394130;Maintenon;0;0;0;1;1
2017-04;0087713131;Montbard;4;18;0;58;36
2017-04;0087481002;Nantes;455;442;18;1971;1056
2017-04;0087594663;Pompadour;0;0;0;1;1
2017-04;0087474635;Roscoff;0;0;0;0;0
2017-04;0087683318;Saint-Florentin - Vergigny;0;0;0;0;0
2017-04;0087382481;Saint-Nom-la-Bretèche Forêt de Marly;0;1;0;1;0
2017-04;0087393009;Versailles Chantiers;9;19;0;70;42
2017-05;0087381566;Gargenville;0;0;0;0;0
2017-05;0087677005;Hendaye;25;16;1;77;35
2017-05;0087381574;Issou - Porcheville;0;0;0;0;0
2017-05;0087473108;Lamballe;10;22;1;106;73
2017-05;0087763557;L'Argentière Les Écrins;0;0;0;0;0
2017-05;0087694000;Le Creusot Ville;5;1;2;9;1
2017-05;0087382473;L'Étang-la-Ville;0;0;0;0;0
2017-05;0087734442;Lezoux;0;0;0;1;1
2017-05;0087751321;Manosque - Gréoux-les-Bains;2;3;0;18;13
2017-05;0087595009;Périgueux;39;15;5;191;132
2017-05;0087613422;Rodez;2;12;0;41;27
2017-05;0087491001;Saintes;30;17;3;165;115
2017-05;0087751206;Sisteron;3;0;0;3;0
2017-05;0087381178;Us;0;0;0;0;0
2017-05;0087386052;Achères Grand Cormier;0;0;0;0;0
2017-05;0087757625;Cannes;95;311;12;743;325
2017-05;0087484303;Cholet;16;14;0;101;71
2017-05;0087182014;Colmar;95;22;0;186;69
2017-05;0087276691;Compiègne;14;5;2;37;16
2017-05;0087381863;Cormeilles-en-Parisis;0;0;0;8;8
2017-05;0087271593;Crépy-en-Valois;0;0;0;4;4
2017-05;0087313072;Albert;0;0;0;0;0
2017-05;0087182238;Altkirch;0;0;0;0;0
2017-05;0087753657;Arles;4;18;3;68;43
2017-05;0087473207;Guingamp;36;61;4;182;81
2017-05;0087597062;Issoudun;0;2;0;5;3
2017-05;0087386003;La Garenne-Colombes;2;0;0;4;2
2017-05;0087394171;La Villette Saint-Prest;0;0;0;0;0
2017-05;0087734319;Langeac;0;0;0;1;1
2017-05;0087481788;Le Croisic;49;19;0;89;21
2017-05;0087381210;Liancourt-Saint-Pierre;0;0;0;0;0
2017-05;0087223263;Lille Europe;387;491;20;1500;602
2017-05;0087756403;Monaco monte carlo;19;13;0;41;9
2016-05;0087594275;Meymac;1;0;0;4;3
2016-05;0087611889;Moissac;1;0;0;1;0
2016-05;0087611244;Montauban Ville Bourbon;31;16;2;132;83
2016-05;0087713131;Montbard;9;12;0;50;29
2016-09;0087391102;Paris Montparnasse 3 Vaugirard;19;33;4;98;42
2016-09;0087481283;Pornic;5;2;0;20;13
2016-09;0087471300;Redon;54;20;3;225;148
2016-09;0087471003;Rennes;419;340;9;1577;809
2016-09;0087734749;Retournac;0;0;0;4;4
2016-09;0087172080;Revin;0;0;0;0;0
2016-09;0087574897;Saint-Aignan - Noyers;5;0;0;6;1
2016-09;0087576322;Saint-Amand-Montrond - Orval;4;1;0;7;2
2016-09;0087144014;Saint-Dié-des-Vosges;12;2;1;26;11
2016-09;0087175000;Saint-Dizier;3;4;0;15;8
2016-09;0087481226;Sainte-Pazanne;5;1;0;13;7
2016-09;0087742320;Saint-Jean-de-Maurienne Arvan;2;4;0;15;9
2016-09;0087281444;Saint-Omer;12;7;1;30;10
2016-09;0087394148;Saint-Piat;0;0;0;0;0
2016-09;0087342337;Saint-Pol-sur-Ternoise;0;0;2;8;6
2016-09;0087543165;Salbris;0;3;0;7;4
2016-09;0087212225;Saverne;4;3;0;16;9
2016-09;0087212027;Strasbourg;421;364;11;1357;561
2016-09;0087745646;Thonon-les-Bains;7;6;0;25;12
2016-09;0087713198;Tonnerre;0;3;0;12;9
2016-09;0087118000;Troyes;4;13;0;36;19
2016-09;0087761007;Valence;70;47;4;365;244
2016-09;0087611863;Valence d'Agen;0;0;0;2;2
2016-09;0087571216;Vendôme - Villiers-sur-Loir;23;12;0;52;17
2016-09;0087175778;Verdun;0;0;0;6;6
2016-09;0087185009;Vesoul;17;3;1;28;7
2016-09;0087732008;Vichy;42;32;2;218;142
2016-09;0087683102;Villeneuve-la-Guyard;0;0;0;0;0
2016-09;0087174276;Vitry-le-François;3;2;0;45;40
2016-09;0087144279;Vittel;0;0;0;3;3
2016-10;0087317362;Abbeville;1;10;0;22;11
2016-10;0087476200;Auray;16;41;1;144;86
2016-10;0087394411;Bailleau-le-pin;0;0;0;0;0
2016-10;0087184002;Belfort;65;12;0;114;37
2016-10;0087592485;Bellac;0;0;0;0;0
2016-10;0087574475;Bléré la Croix;0;0;0;0;0
2016-10;0087545731;Bonneval;0;0;0;0;0
2016-10;0087317586;Boulogne;20;14;0;73;39
2016-10;0087741793;Bourg-Saint-Maurice;0;2;0;10;8
2016-10;0087413344;Bréauté - Beuzeville;4;0;0;13;9
2016-10;0087487249;Bressuire;0;0;0;0;0
2016-10;0087763607;Briançon;3;5;0;19;11
2016-10;0087594002;Brive-la-Gaillarde;20;67;2;224;135
2016-10;0087613000;Cahors;6;11;2;59;40
2016-10;0087741009;Chambéry - Challes-les-Eaux;84;57;3;313;169
2016-10;0087171926;Champagne-Ardenne TGV;34;49;1;202;118
2016-10;0087597005;Châteauroux;11;23;2;100;64
2016-10;0087444877;Cherbourg;27;14;2;63;20
2016-10;0087571687;Chinon;61;0;0;66;5
2016-10;0087696807;Clamecy;1;0;0;1;0
2016-10;0087746370;Cluses;0;0;0;6;6
2016-10;0087641415;Commentry;0;1;0;2;1
2016-10;0087175257;Commercy;7;1;0;14;6
2016-10;0087741074;Culoz;4;5;1;57;47
2016-10;0087713040;Dijon;183;140;11;784;450
2016-10;0087478073;Dol;28;5;0;51;18
2016-10;0087713412;Dole;63;19;1;144;61
2016-10;0087281006;Dunkerque;77;25;0;200;98
2016-10;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2016-10;0087582478;Facture Biganos;5;2;0;21;14
2016-10;0087726729;Firminy;0;0;0;1;1
2016-10;0087615252;Gaillac;0;1;0;8;7
2016-10;0087713313;Genlis;42;2;0;44;0
2016-10;0087613059;Gramat;0;0;0;1;1
2016-10;0087473207;Guingamp;21;56;2;141;62
2016-10;0087597062;Issoudun;5;4;0;15;6
2016-10;0087713859;Is-sur-Tille;2;0;0;3;1
2016-10;0087683243;Joigny;0;0;0;5;5
2016-10;0087175091;Joinville;2;0;0;2;0
2016-10;0087641464;La Bourboule;0;0;0;1;1
2016-10;0087696195;La Charité-Sur-Loire;0;0;0;0;0
2016-10;0087543124;La Ferté-Saint-Aubin;0;0;0;0;0
2016-10;0087394171;La Villette Saint-Prest;0;0;0;0;0
2016-10;0087543140;Lamotte-Beuvron;1;1;1;4;1
2016-10;0087474239;Landerneau;34;17;0;86;35
2016-10;0087473223;Lannion;7;14;0;29;8
2016-10;0087721431;L'Arbresle;2;0;0;4;2
2016-10;0087683268;Laroche - Migennes;30;11;0;69;28
2016-10;0087611483;Latour-de-Carol - Enveitg;0;1;0;9;8
2016-10;0087478404;Laval;91;22;1;215;101
2016-10;0087645473;Le Lioran;0;0;0;0;0
2016-10;0087271551;Le Plessis-Belleville;0;0;0;0;0
2016-10;0087486449;Les Sables-d'Olonne;7;16;2;54;29
2016-10;0087286005;Lille Flandres;373;148;1;869;347
2016-10;0087713735;Louhans;0;1;0;2;1
2016-10;0087721159;Lyon Saint-Paul;0;0;0;0;0
2016-10;0087751321;Manosque - Gréoux-les-Bains;0;6;0;16;10
2016-10;0087111849;Marne-la-Vallée Chessy;340;197;7;840;296
2016-10;0087783282;Marvejols;3;1;0;8;4
2016-10;0087615542;Mazamet;0;1;0;20;19
2016-10;0087783001;Millau;0;2;0;4;2
2016-10;0087742007;Modane;1;0;0;4;3
2016-10;0087713131;Montbard;7;14;0;47;26
2016-10;0087184523;Montbéliard;22;1;0;33;10
2016-10;0087313346;Montdidier;0;0;0;1;1
2016-10;0087313320;Moreuil;5;0;0;5;0
2016-06;0087683102;Villeneuve-la-Guyard;0;0;0;0;0
2016-06;0087747287;Voiron;20;4;0;37;13
2016-07;0087751404;Aix-en-Provence;8;5;1;27;13
2016-07;0087615005;Albi ville;8;4;0;58;46
2016-07;0087444711;Alençon;17;8;0;74;49
2016-07;0087182238;Altkirch;0;0;0;1;1
2016-07;0087743716;Ambérieu-en-Bugey;8;3;0;47;36
2016-07;0087583005;Angoulême;84;158;10;615;363
2016-07;0087746008;Annecy;131;84;1;358;142
2016-07;0087582668;Arcachon;62;67;2;203;72
2016-07;0087753657;Arles;23;13;0;74;38
2016-07;0087192401;Ars-sur-Moselle;0;0;0;0;0
2016-07;0087751750;Aubagne;36;4;0;51;11
2016-07;0087295600;Aulnoye-Aymeries;16;7;2;69;44
2016-07;0087683573;Auxerre Saint-Gervais;24;1;0;34;9
2016-07;0087683789;Avallon;0;4;0;5;1
2016-07;0087300822;Belfort - Montbéliard TGV;56;42;0;204;106
2016-07;0087584268;Bergerac;14;28;1;103;60
2016-07;0087673400;Biarritz;21;55;1;156;79
2016-07;0087581009;Bordeaux Saint-Jean;768;803;32;3795;2192
2016-07;0087413344;Bréauté - Beuzeville;5;1;0;17;11
2016-07;0087734269;Brioude;2;0;0;24;22
2016-07;0087394452;Brou;0;0;0;0;0
2016-07;0087281071;Calais - Fréthun;4;11;0;45;30
2016-07;0087611665;Castelnau-d'Estrétefonds;0;0;0;0;0
2016-07;0087615468;Castres;7;2;0;32;23
2016-07;0087741009;Chambéry - Challes-les-Eaux;119;110;2;465;234
2016-07;0087575142;Châtellerault;14;31;0;84;39
2016-07;0087491449;Cognac;2;2;0;21;17
2016-07;0087611467;Colomiers;2;3;0;6;1
2016-07;0087313056;Corbie;0;0;0;1;1
2016-07;0087478164;Dinan;14;2;0;21;5
2016-07;0087281006;Dunkerque;153;31;1;284;99
2016-07;0087144006;Épinal;36;10;1;111;64
2016-07;0087611616;Foix;4;6;0;25;15
2016-07;0087615252;Gaillac;0;0;0;5;5
2016-07;0087473207;Guingamp;32;61;0;166;73
2016-07;0087641464;La Bourboule;0;1;0;5;4
2016-07;0087696195;La Charité-Sur-Loire;0;0;0;1;1
2016-07;0087582775;Langon;16;5;0;33;12
2016-07;0087296012;Laon;16;9;0;53;28
2016-07;0087611483;Latour-de-Carol - Enveitg;3;4;0;26;19
2016-07;0087734699;Le Puy-en-Velay;17;2;0;65;46
2016-07;0087543017;Les Aubrais;54;21;3;159;81
2016-07;0087713115;Les Laumes Alésia;0;3;0;5;2
2016-07;0087734442;Lezoux;0;0;0;0;0
2016-07;0087223263;Lille Europe;539;716;13;2119;851
2016-07;0087611806;L'Isle-Jourdain;0;0;0;2;2
2016-07;0087447219;Lison;6;8;0;55;41
2016-07;0087313122;Longpré-les-Corps-Saints;0;0;0;2;2
2016-07;0087191106;Maizières-lès-Metz;0;0;0;0;0
2016-07;0087783282;Marvejols;3;1;0;5;1
2016-07;0087783605;Mende;0;0;0;7;7
2016-07;0087574194;Mer;1;0;0;10;9
2016-07;0087313668;Méru;1;0;0;2;1
2016-07;0087756403;Monaco monte carlo;17;9;1;47;20
2016-07;0087764001;Montélimar;28;48;6;171;89
2016-07;0087645481;Murat;0;0;0;4;4
2016-07;0087141002;Nancy;284;95;2;717;336
2016-07;0087141291;Neufchâteau;4;5;0;23;14
2016-02;0087783282;Marvejols;2;0;0;2;0
2016-02;0087734871;Massiac - Blesle;0;0;0;2;2
2016-02;0087576116;Mehun-sur-Yèvre;0;0;0;1;1
2016-02;0087756486;Menton;7;28;0;76;41
2016-02;0087313668;Méru;0;0;0;3;3
2016-02;0087611889;Moissac;0;0;0;0;0
2016-02;0087214577;Molsheim;3;0;0;39;36
2016-02;0087756403;Monaco monte carlo;4;4;1;16;7
2016-02;0087694620;Montceau-les-Mines;0;0;0;0;0
2016-02;0087764001;Montélimar;20;26;2;88;40
2016-02;0087474338;Morlaix;43;12;0;96;41
2016-02;0087718833;Mouchard;5;1;0;22;16
2016-02;0087481002;Nantes;358;279;7;1394;750
2016-02;0087781104;Narbonne;64;54;2;265;145
2016-02;0087756056;Nice;78;129;6;414;201
2016-02;0087765107;Orange;4;4;1;39;30
2016-02;0087672253;Orthez;32;5;2;61;22
2016-02;0087547000;Paris Austerlitz;96;169;18;649;366
2016-02;0087113001;Paris Est;196;128;7;633;302
2016-02;0087686006;Paris Gare de Lyon;766;1410;26;3299;1097
2016-02;0087391003;Paris Montparnasse;605;752;28;2320;935
2016-02;0087594663;Pompadour;0;0;0;1;1
2016-02;0087141820;Pont-à-Mousson;25;0;0;31;6
2016-02;0087715003;Pontarlier;0;4;0;5;1
2016-02;0087683136;Pont-sur-Yonne;0;0;0;0;0
2016-02;0087571794;Port Boulet;0;0;0;0;0
2016-02;0087474098;Quimper;59;37;2;216;118
2016-02;0087317057;Rang-du-Fliers - Verton - Berck;7;2;0;19;10
2016-02;0087471003;Rennes;292;173;0;1030;565
2016-02;0087118158;Romilly-sur-Seine;0;2;0;2;0
2016-02;0087313460;Rosières;0;0;0;0;0
2016-02;0087734038;Royat - Chamalières;0;0;0;0;0
2016-02;0087574897;Saint-Aignan - Noyers;5;0;0;6;1
2016-02;0087576322;Saint-Amand-Montrond - Orval;0;0;0;2;2
2016-02;0087726000;Saint-Étienne Châteaucreux;62;20;4;242;156
