Date/Mensuel;Code UIC;Nom de la gare;Assistance simple;Rampe;Fauteuil;Rampe et  fauteuil;Total
2015-10;0087213058;Haguenau;9;23;0;45;13
2015-10;0087192401;Ars-sur-Moselle;0;0;0;0;0
2015-10;0087584268;Bergerac;15;9;0;71;47
2015-10;0087571240;Saint-Pierre-des-Corps;234;149;12;1024;629
2015-10;0087595827;Sarlat;6;3;0;19;10
2015-10;0087718239;Lons-le-Saunier;27;21;0;64;16
2015-10;0087447219;Lison;11;2;0;50;37
2015-10;0087594275;Meymac;0;0;0;1;1
2015-10;0087734004;Clermont-Ferrand;46;34;9;499;410
2015-10;0087696484;Decize;40;1;0;54;13
2015-10;0087571687;Chinon;82;3;0;94;9
2015-10;0087576322;Saint-Amand-Montrond - Orval;0;0;0;2;2
2015-10;0087543116;Saint-Cyr-en-Val la Source;0;0;0;0;0
2015-10;0087144014;Saint-Dié-des-Vosges;14;0;0;27;13
2015-10;0087118158;Romilly-sur-Seine;2;7;0;14;5
2015-10;0087543074;Toury;0;0;0;0;0
2015-11;0087673400;Biarritz;11;23;2;70;34
2015-11;0087696088;Briare;0;0;0;0;0
2015-11;0087192666;Conflans - Jarny;0;0;0;6;6
2015-11;0087486019;La Roche-sur-Yon;25;16;0;97;56
2015-11;0087722405;Givors;1;1;0;6;4
2015-11;0087683268;Laroche - Migennes;24;8;0;54;22
2015-11;0087476200;Auray;14;31;0;125;80
2015-11;0087726778;Bas - Monistrol;0;0;0;0;0
2015-11;0087394171;La Villette Saint-Prest;0;0;0;0;0
2015-11;0087755447;Les Arcs - Draguignan;13;19;2;59;25
2015-11;0087394155;Jouy;0;0;0;0;0
2015-11;0087444877;Cherbourg;44;11;3;73;15
2015-11;0087276006;Creil;4;3;0;38;31
2015-11;0087763003;Gap;12;7;0;37;18
2015-11;0087171330;Fismes;0;0;0;0;0
2015-11;0087486571;Saint-Gilles-Croix-de-Vie;3;5;0;13;5
2015-11;0087713651;Saint-Jean-de-Losne;0;0;0;0;0
2015-11;0087715003;Pontarlier;0;0;0;4;4
2015-11;0087742320;Saint-Jean-de-Maurienne Arvan;3;6;0;21;12
2015-11;0087342337;Saint-Pol-sur-Ternoise;2;1;0;5;2
2015-11;0087447003;Saint-Lô;17;2;0;32;13
2015-11;0087474338;Morlaix;49;19;3;157;86
2015-11;0087734871;Massiac - Blesle;0;0;0;3;3
2015-11;0087597120;Argenton-sur-Creuse;0;3;0;9;6
2015-11;0087595009;Périgueux;18;17;0;99;64
2015-11;0087485144;Rochefort;8;9;0;60;43
2015-11;0087721332;Villefranche-sur-Saône;75;1;0;88;12
2015-11;0087271734;Villers-Cotterêts;0;0;0;0;0
2015-11;0087486258;Luçon;3;0;0;8;5
2015-11;0087185249;Lure;7;1;0;17;9
2015-11;0087193615;Sarreguemines;16;2;2;29;9
2015-11;0087592345;Saint-Sulpice-Laurière;0;0;0;1;1
2015-11;0087574897;Saint-Aignan - Noyers;1;1;0;4;2
2015-11;0087391102;Paris Montparnasse 3 Vaugirard;1;1;0;6;4
2017-04;0087313437;Villers-Bretonneux;0;0;0;0;0
2017-04;0087471508;Vitré;6;1;0;44;37
2017-04;0087393488;Dreux;3;1;0;20;16
2017-04;0087317065;Étaples - Le Touquet;1;5;0;10;4
2017-04;0087381244;Gisors;0;0;0;0;0
2017-04;0087172130;Givet;3;0;0;4;1
2017-04;0087381871;La Frette - Montigny;0;0;0;0;0
2017-04;0087718239;Lons-le-Saunier;18;5;4;54;27
2017-04;0087271528;Mitry - Claye;0;0;0;0;0
2017-04;0087611889;Moissac;0;2;0;2;0
2017-04;0087192468;Pagny-sur-Moselle;0;0;0;0;0
2017-04;0087571794;Port Boulet;0;0;0;2;2
2017-04;0087594333;Souillac;4;3;0;36;29
2017-04;0087713198;Tonnerre;0;1;1;5;3
2017-04;0087271437;Vert Galant;0;0;0;0;0
2017-04;0087271510;Villeparisis - Mitry-le-Neuf;0;0;0;0;0
2017-04;0087386052;Achères Grand Cormier;0;0;0;0;0
2017-04;0087775288;Alès;5;8;0;63;50
2017-04;0087574343;Amboise;11;5;1;60;43
2017-04;0087611749;Auch;7;1;1;18;9
2017-04;0087683573;Auxerre Saint-Gervais;11;6;0;23;6
2017-04;0087574160;Beaugency;1;0;0;5;4
2017-04;0087193250;Béning;0;2;0;4;2
2017-04;0087382499;Cergy Saint-Christophe;0;0;0;0;0
2017-04;0087345009;Douai;46;20;3;147;78
2017-04;0087281006;Dunkerque;91;11;2;199;95
2017-04;0087763466;Embrun;1;1;0;9;7
2017-04;0087144006;Épinal;29;14;2;129;84
2017-04;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2017-04;0087763003;Gap;5;3;0;50;42
2017-04;0087382259;Garches - Marnes-la-Coquette;11;1;0;12;0
2017-04;0087381889;Herblay;0;0;0;1;1
2017-04;0087473223;Lannion;9;16;0;32;7
2017-04;0087713115;Les Laumes Alésia;1;0;0;4;3
2017-04;0087185249;Lure;3;1;0;7;3
2017-04;0087722025;Lyon Perrache;68;61;0;371;242
2017-04;0087313668;Méru;0;0;0;1;1
2017-04;0087718833;Mouchard;6;0;0;17;11
2017-04;0087756056;Nice;174;148;5;590;263
2017-04;0087753657;Arles;21;15;0;67;31
2017-04;0087476200;Auray;35;55;0;221;131
2017-04;0087300822;Belfort - Montbéliard TGV;34;33;1;160;92
2017-04;0087615286;Carcassonne;24;17;0;106;65
2017-04;0087611343;Pamiers;7;4;0;24;13
2017-04;0087171009;Reims;68;61;0;322;193
2017-04;0087313460;Rosières;0;0;0;0;0
2017-04;0087726000;Saint-Étienne Châteaucreux;86;22;1;342;233
2017-04;0087746479;Saint-Gervais-les-Bains Le Fayet;3;9;0;43;31
2017-04;0087595827;Sarlat;7;2;1;20;10
2017-04;0087296442;Tergnier;13;0;1;35;21
2017-04;0087175778;Verdun;4;2;0;6;0
2017-04;0087271452;Villepinte;0;0;0;0;0
2017-04;0087382887;Viroflay Rive Droite;0;0;0;0;0
2017-04;0087172007;Charleville-Mézières;43;25;0;113;45
2017-04;0087696807;Clamecy;1;0;0;3;2
2017-04;0087381129;Clichy - Levallois;3;0;0;3;0
2017-04;0087313122;Longpré-les-Corps-Saints;0;0;0;0;0
2017-04;0087713735;Louhans;0;0;0;2;2
2017-04;0087734871;Massiac - Blesle;0;2;0;15;13
2017-04;0087313346;Montdidier;1;0;0;1;0
2017-04;0087313320;Moreuil;0;0;0;1;1
2017-04;0087743534;Oyonnax;2;1;0;3;0
2017-04;0087481283;Pornic;2;3;0;14;9
2017-04;0087212027;Strasbourg;404;280;20;1189;485
2017-04;0087141044;Toul;4;5;0;56;47
2017-04;0087381798;Val d'Argenteuil;11;0;0;11;0
2017-04;0087313098;Ailly-sur-Somme;0;0;0;0;0
2017-04;0087713347;Auxonne;0;0;0;2;2
2017-04;0087781609;Bédarieux;7;5;0;18;6
2017-04;0087317586;Boulogne;22;11;0;55;22
2017-04;0087317263;Calais;22;8;4;44;10
2017-04;0087785006;Cerbère;1;0;0;3;2
2017-04;0087381194;Chars;0;0;0;0;0
2017-04;0087696146;Cosne-sur-Loire;3;5;0;17;9
2017-04;0087613091;Figeac;3;4;0;41;34
2017-04;0087615252;Gaillac;0;1;0;6;5
2017-04;0087164798;La Plaine Stade de France - Saint-Denis - Aubervilliers;13;0;0;13;0
2017-04;0087746305;La Roche-sur-Foron;2;0;0;19;17
2017-04;0087734699;Le Puy-en-Velay;4;1;0;48;43
2017-04;0087286005;Lille Flandres;369;151;8;816;288
2017-04;0087382465;Marly-le-Roi;1;0;0;2;1
2017-04;0087295006;Maubeuge;21;6;0;46;19
2017-04;0087214577;Molsheim;2;0;0;4;2
2017-04;0087615732;Naucelle;0;0;0;1;1
2017-04;0087615005;Albi ville;12;10;0;52;30
2017-04;0087672253;Orthez;23;8;0;66;35
2017-04;0087543116;Saint-Cyr-en-Val la Source;0;0;0;0;0
2017-04;0087182139;Saint-Louis;11;5;0;21;5
2017-04;0087746438;Sallanches - Combloux - Megève;4;2;1;12;5
2017-04;0087286542;Tourcoing;26;19;0;84;39
2017-04;0087444372;Trouville - Deauville;14;56;8;133;55
2017-05;0087175091;Joinville;1;0;0;3;2
2017-05;0087486019;La Roche-sur-Yon;13;14;0;96;69
2017-05;0087611483;Latour-de-Carol - Enveitg;0;1;0;5;4
2017-05;0087571471;Loches;2;0;0;4;2
2017-05;0087671339;Lourdes;105;75;5;317;132
2017-05;0087381509;Mantes-la-Jolie;27;10;4;61;20
2017-05;0087481002;Nantes;500;465;19;2187;1203
2017-05;0087756056;Nice;141;181;5;600;273
2017-05;0087491803;Royan;2;17;2;70;49
2017-02;0087722025;Lyon Perrache;65;34;4;312;209
2017-02;0087147322;Meuse TGV;7;3;0;24;14
2017-02;0087574855;Montrichard;0;0;0;1;1
2017-02;0087743534;Oyonnax;0;0;0;0;0
2017-02;0087713651;Saint-Jean-de-Losne;0;0;0;0;0
2017-02;0087742320;Saint-Jean-de-Maurienne Arvan;37;11;0;68;20
2017-02;0087713198;Tonnerre;0;0;0;0;0
2017-02;0087571000;Tours;186;42;9;522;285
2017-02;0087592667;Aixe-sur-Vienne;0;0;0;0;0
2017-02;0087481192;Ancenis;17;3;0;53;33
2017-02;0087582668;Arcachon;9;9;0;45;27
2017-02;0087286146;Armentières;10;1;0;11;0
2017-02;0087713545;Beaune;15;2;0;74;57
2017-02;0087300822;Belfort - Montbéliard TGV;25;17;0;94;52
2017-02;0087734004;Clermont-Ferrand;53;27;1;330;249
2017-02;0087641415;Commentry;0;0;0;0;0
2017-02;0087741074;Culoz;5;3;1;50;41
2017-02;0087172130;Givet;0;0;0;0;0
2017-02;0087175091;Joinville;1;0;0;1;0
2017-02;0087696005;Nevers;50;18;0;150;82
2017-02;0087715003;Pontarlier;0;0;0;1;1
2017-02;0087491803;Royan;2;5;1;26;18
2017-02;0087342337;Saint-Pol-sur-Ternoise;1;0;0;1;0
2017-02;0087592824;Saint-Yrieix;0;0;0;11;11
2017-02;0087313098;Ailly-sur-Somme;0;0;0;0;0
2017-02;0087751750;Aubagne;46;8;4;70;12
2017-02;0087726778;Bas - Monistrol;0;0;0;0;0
2017-02;0087581009;Bordeaux Saint-Jean;318;327;7;1654;1002
2017-02;0087743005;Bourg-en-Bresse;53;13;2;165;97
2017-02;0087192666;Conflans - Jarny;0;0;0;4;4
2017-02;0087543124;La Ferté-Saint-Aubin;0;0;0;1;1
2017-02;0087718544;Le Valdahon;3;0;0;4;1
2017-02;0087486258;Luçon;2;0;0;7;5
2017-02;0087645168;Maurs;0;0;0;5;5
2017-02;0087481283;Pornic;2;2;0;14;10
2017-02;0087474098;Quimper;49;40;0;192;103
2017-02;0087118158;Romilly-sur-Seine;0;0;0;5;5
2017-02;0087543116;Saint-Cyr-en-Val la Source;0;0;0;1;1
2017-02;0087281444;Saint-Omer;13;1;0;19;5
2017-02;0087212225;Saverne;2;2;0;9;5
2017-02;0087613893;Villefranche-de-Rouergue;1;0;0;6;5
2017-03;0087645507;Neussargues;0;2;0;9;7
2017-03;0087713651;Saint-Jean-de-Losne;0;0;0;0;0
2017-03;0087382481;Saint-Nom-la-Bretèche Forêt de Marly;4;0;0;11;7
2017-03;0087746438;Sallanches - Combloux - Megève;3;6;0;16;7
2017-03;0087271429;Sevran - Livry;0;0;0;0;0
2017-03;0087713198;Tonnerre;2;0;0;3;1
2017-03;0087382861;Versailles Rive Droite;5;0;0;6;1
2017-03;0087683102;Villeneuve-la-Guyard;0;0;0;0;0
2017-03;0087271734;Villers-Cotterêts;0;0;0;0;0
2017-03;0087751404;Aix-en-Provence;1;2;1;7;3
2017-03;0087583005;Angoulême;59;91;6;344;188
2017-03;0087582668;Arcachon;7;16;3;54;28
2017-03;0087286146;Armentières;22;0;0;30;8
2017-03;0087611749;Auch;6;1;1;17;9
2017-03;0087673400;Biarritz;19;12;4;66;31
2017-03;0087545756;Châteaudun;5;1;0;10;4
2017-03;0087116582;Château-Thierry;0;0;0;11;11
2017-03;0087696807;Clamecy;0;0;0;0;0
2017-03;0087276691;Compiègne;3;5;1;15;6
2017-03;0087713040;Dijon;158;111;7;698;422
2017-03;0087613141;Gourdon;0;1;0;4;3
2017-03;0087394155;Jouy;0;1;0;1;0
2017-03;0087164798;La Plaine Stade de France - Saint-Denis - Aubervilliers;0;0;0;0;0
2017-03;0087592378;La Souterraine;4;4;0;62;54
2017-03;0087713131;Montbard;1;7;0;82;74
2017-03;0087313346;Montdidier;1;0;0;2;1
2017-03;0087574855;Montrichard;0;0;0;6;6
2017-03;0087543009;Orléans;59;42;7;280;172
2017-03;0087447003;Saint-Lô;20;2;0;36;14
2017-03;0087296004;Saint-Quentin;32;12;0;72;28
2017-03;0087313759;Abancourt;1;0;0;2;1
2017-03;0087381657;Achères;4;0;0;4;0
2017-03;0087444539;Argentan;5;5;3;38;25
2017-03;0087318964;Avignon TGV;108;251;8;611;244
2017-03;0087444067;Bayeux;12;2;2;43;27
2017-03;0087581009;Bordeaux Saint-Jean;429;454;26;2235;1326
2017-03;0087444000;Caen;142;66;11;471;252
2017-03;0087615625;Carmaux;2;0;0;12;10
2017-03;0087741009;Chambéry - Challes-les-Eaux;100;65;4;329;160
2017-03;0087386763;Épône - Mézières;0;0;0;0;0
2017-03;0087592121;Eymoutiers Vassivière;0;0;0;2;2
2017-03;0087486019;La Roche-sur-Yon;18;16;4;88;50
2017-03;0087473223;Lannion;7;10;0;22;5
2017-03;0087382374;Suresnes Mont Valérien;4;0;0;4;0
2017-03;0087745646;Thonon-les-Bains;5;3;0;20;12
2017-03;0087763029;Valence TGV Rhône-Alpes Sud;158;169;5;735;403
2017-03;0087584052;Libourne;24;25;0;147;98
2017-03;0087571471;Loches;4;1;0;5;0
2017-03;0087142109;Lorraine TGV;39;41;2;157;75
2017-03;0087751008;Marseille Saint-Charles;341;483;11;1527;692
2017-03;0087684274;Nogent-sur-Vernisson;0;0;0;0;0
2017-03;0087694687;Paray-le-Monial;0;0;0;20;20
2017-03;0087141820;Pont-à-Mousson;34;2;0;37;1
2017-03;0087382382;Puteaux;0;0;0;0;0
2017-03;0087171009;Reims;81;36;0;300;183
2017-03;0087471003;Rennes;370;207;9;1262;676
2017-03;0087574897;Saint-Aignan - Noyers;8;4;0;13;1
2017-03;0087773200;Sète;44;23;0;113;46
2017-03;0087671008;Tarbes;33;25;1;131;72
2017-01;0087586008;Agen;76;41;4;285;164
2017-01;0087286146;Armentières;7;0;0;7;0
2017-01;0087187971;Basel sbb.;7;4;0;19;8
2017-01;0087576207;Bourges;18;14;4;118;82
2017-01;0087396606;Château-du-Loir;2;1;0;8;5
2017-01;0087447680;Granville;2;6;1;29;20
2017-01;0087597609;Guéret;0;0;0;7;7
2017-01;0087191114;Hagondange;6;0;0;21;15
2017-01;0087172254;Sedan;40;68;0;113;5
2017-01;0087773200;Sète;19;22;0;78;37
2017-01;0087734202;Issoire;3;0;0;21;18
2017-01;0087597062;Issoudun;1;1;1;11;8
2017-01;0087592378;La Souterraine;6;9;0;40;25
2017-01;0087447219;Lison;4;5;0;29;20
2017-01;0087723197;Lyon Part Dieu;976;665;43;3522;1838
2017-01;0087725705;Mâcon Loché TGV;32;13;0;70;25
2017-01;0087611244;Montauban Ville Bourbon;50;30;2;178;96
2017-01;0087611152;Montréjeau - Gourdan-Polignan;0;6;0;18;12
2017-01;0087474338;Morlaix;42;23;0;128;63
2017-01;0087481002;Nantes;389;323;11;1584;861
2017-01;0087474098;Quimper;55;65;8;245;117
2017-01;0087317057;Rang-du-Fliers - Verton - Berck;25;10;1;46;10
2017-02;0087317362;Abbeville;2;2;1;15;10
2017-02;0087574343;Amboise;10;3;0;47;34
2017-02;0087753657;Arles;12;8;1;34;13
2017-02;0087726760;Aurec;0;0;0;1;1
2017-02;0087171926;Champagne-Ardenne TGV;39;29;0;130;62
2017-02;0087576298;Châteauneuf-sur-Cher;2;1;0;9;6
2017-02;0087313387;Estrées-Saint-Denis;0;0;0;0;0
2017-02;0087755629;Hyères;5;18;0;35;12
2017-02;0087485003;La Rochelle;82;38;3;216;93
2017-02;0087476317;Quimperlé;0;0;0;0;0
2017-02;0087726331;Rive-de-Gier;0;0;0;0;0
2017-02;0087543165;Salbris;0;2;0;13;11
2017-02;0087172254;Sedan;42;58;0;107;7
2017-02;0087713677;Seurre;0;0;0;0;0
2017-02;0087594499;Tulle;0;0;0;0;0
2017-02;0087594093;Ussel;0;0;0;5;5
2017-02;0087571216;Vendôme - Villiers-sur-Loir;6;9;0;33;18
2017-02;0087192401;Ars-sur-Moselle;0;0;0;0;0
2017-02;0087281071;Calais - Fréthun;13;4;1;34;16
2017-02;0087611665;Castelnau-d'Estrétefonds;0;0;0;1;1
2017-02;0087478073;Dol;10;4;0;32;18
2017-02;0087171330;Fismes;0;0;0;0;0
2017-02;0087481754;La Baule-Escoublac;24;28;0;74;22
2017-02;0087394171;La Villette Saint-Prest;0;0;0;0;0
2017-02;0087582775;Langon;2;5;0;12;5
2017-02;0087486449;Les Sables-d'Olonne;6;14;1;53;32
2017-02;0087393702;Massy TGV;72;51;2;231;106
2017-02;0087313346;Montdidier;0;0;0;1;1
2017-02;0087182063;Mulhouse;80;50;5;238;103
2017-02;0087317057;Rang-du-Fliers - Verton - Berck;13;5;7;40;15
2017-02;0087734749;Retournac;0;0;0;2;2
2017-02;0087474635;Roscoff;0;0;0;1;1
2017-02;0087313460;Rosières;0;0;0;0;0
2017-02;0087734038;Royat - Chamalières;0;0;0;0;0
2017-02;0087683318;Saint-Florentin - Vergigny;0;0;0;0;0
2017-02;0087783175;Saint-Flour - Chaudes-Aigues;1;0;0;7;6
2017-02;0087746479;Saint-Gervais-les-Bains Le Fayet;6;16;0;36;14
2017-02;0087571240;Saint-Pierre-des-Corps;170;120;10;709;409
2017-02;0087481838;Savenay;8;2;0;24;14
2017-02;0087745646;Thonon-les-Bains;10;7;0;27;10
2017-02;0087755009;Toulon;104;148;9;509;248
2017-02;0087444372;Trouville - Deauville;16;36;5;80;23
2017-02;0087343004;Valenciennes;38;18;2;95;37
2017-02;0087751404;Aix-en-Provence;5;4;0;21;12
2017-02;0087313072;Albert;0;0;0;0;0
2017-02;0087444711;Alençon;7;8;0;47;32
2017-02;0087757674;Antibes;29;37;1;157;90
2017-02;0087476200;Auray;6;33;0;120;81
2017-02;0087781005;Béziers;46;47;2;184;89
2017-02;0087142000;Chaumont;8;2;0;25;15
2017-02;0087696807;Clamecy;0;0;0;0;0
2017-02;0087313056;Corbie;0;0;0;0;0
2017-02;0087696146;Cosne-sur-Loire;0;5;0;15;10
2017-02;0087324095;Futuroscope;0;2;0;12;10
2017-02;0087677005;Hendaye;2;13;0;29;14
2017-02;0087474239;Landerneau;10;15;0;61;36
2017-02;0087721431;L'Arbresle;0;0;0;0;0
2017-02;0087694687;Paray-le-Monial;0;0;0;7;7
2017-02;0087481226;Sainte-Pazanne;0;2;0;14;12
2017-02;0087478107;Saint-Malo;28;29;2;119;60
2017-02;0087118000;Troyes;7;7;1;27;12
2017-02;0087175778;Verdun;0;0;0;2;2
2017-02;0087696088;Briare;0;0;0;0;0
2017-02;0087172007;Charleville-Mézières;54;12;0;95;29
2017-02;0087276006;Creil;7;0;8;50;35
2017-02;0087576876;Gièvres;0;0;0;0;0
2017-02;0087592378;La Souterraine;0;4;0;45;41
2017-02;0087718239;Lons-le-Saunier;12;4;6;38;16
2017-02;0087751008;Marseille Saint-Charles;370;367;9;1294;548
2017-02;0087783605;Mende;1;0;0;1;0
2017-02;0087192039;Metz;100;37;1;252;114
2017-02;0087684001;Montargis;0;0;0;6;6
2017-02;0087781104;Narbonne;47;56;5;262;154
2017-02;0087775007;Nîmes;122;83;2;513;306
2017-02;0087113001;Paris Est;296;184;6;833;347
2017-02;0087391003;Paris Montparnasse;591;866;20;2448;971
2017-02;0087193318;Saint-Avold;2;0;0;9;7
2017-02;0087296004;Saint-Quentin;36;4;2;70;28
2016-04;0087343004;Valenciennes;52;19;1;147;75
2016-04;0087641357;Vallon-en-Sully;0;0;0;0;0
2016-04;0087571216;Vendôme - Villiers-sur-Loir;31;4;0;54;19
2016-04;0087763300;Veynes Dévoluy;5;0;0;19;14
2016-04;0087576884;Villefranche-sur-Cher;0;0;0;1;1
2016-05;0087313759;Abancourt;1;1;0;3;1
2016-05;0087592667;Aixe-sur-Vienne;0;0;0;5;5
2016-05;0087313072;Albert;0;0;0;0;0
2016-05;0087444711;Alençon;10;7;0;40;23
2016-05;0087583005;Angoulême;67;109;5;499;318
2016-05;0087597120;Argenton-sur-Creuse;0;1;0;7;6
2016-05;0087734251;Arvant;0;4;0;12;8
2016-05;0087751750;Aubagne;22;9;0;47;16
2016-05;0087295600;Aulnoye-Aymeries;7;2;0;58;49
2016-05;0087476200;Auray;62;54;1;219;102
2016-05;0087765008;Avignon Centre;36;33;1;189;119
2016-05;0087713545;Beaune;4;11;0;87;72
2016-05;0087592485;Bellac;4;0;0;6;2
2016-05;0087781005;Béziers;69;93;3;284;119
2016-05;0087673400;Biarritz;10;23;0;89;56
2016-05;0087444000;Caen;164;68;6;465;227
2016-05;0087757625;Cannes;122;253;11;710;324
2016-05;0087613109;Capdenac;0;0;0;2;2
2016-05;0087611897;Castelsarrasin;0;0;0;0;0
2016-05;0087174003;Châlons-en-Champagne;9;3;0;56;44
2016-05;0087725002;Chalon-sur-Saône;25;23;0;152;104
2016-05;0087741009;Chambéry - Challes-les-Eaux;125;78;1;371;167
2016-05;0087545756;Châteaudun;4;0;0;4;0
2016-05;0087597005;Châteauroux;11;32;2;118;73
2016-05;0087142000;Chaumont;0;5;0;31;26
2016-05;0087696807;Clamecy;0;1;0;1;0
2016-05;0087746370;Cluses;7;0;1;10;2
2016-05;0087182014;Colmar;70;16;2;176;88
2016-05;0087192666;Conflans - Jarny;0;0;0;5;5
2016-05;0087394221;Courville-sur-Eure;0;0;0;4;4
2016-05;0087741074;Culoz;4;0;0;70;66
2016-05;0087673202;Dax;43;122;1;364;198
2016-05;0087713040;Dijon;133;128;11;675;403
2016-05;0087478164;Dinan;10;0;0;15;5
2016-05;0087696427;Dompierre Sept Fons;0;0;0;0;0
2016-05;0087171553;Épernay;9;1;0;67;57
2016-05;0087745679;Évian-les-Bains;5;0;0;9;4
2016-05;0087592121;Eymoutiers Vassivière;0;0;0;0;0
2016-05;0087582478;Facture Biganos;4;3;0;17;10
2016-05;0087613091;Figeac;3;3;0;22;16
2016-05;0087611616;Foix;6;4;0;23;13
2016-05;0087713313;Genlis;0;0;0;0;0
2016-05;0087684290;Gien;6;0;1;14;7
2016-05;0087613141;Gourdon;0;1;0;9;8
2016-05;0087191114;Hagondange;5;0;0;19;14
2016-05;0087295063;Hirson;2;4;0;8;2
2016-05;0087394155;Jouy;0;0;0;0;0
2016-05;0087615476;Lavaur;17;1;0;20;2
2016-05;0087396002;Le Mans;175;162;5;872;530
2016-05;0087345025;Lens;10;6;0;35;19
2016-05;0087486449;Les Sables-d'Olonne;13;24;1;77;39
2016-05;0087584052;Libourne;24;66;1;236;145
2016-05;0087223263;Lille Europe;431;572;26;1710;681
2016-05;0087444265;Lisieux;15;24;3;87;45
2016-05;0087611806;L'Isle-Jourdain;2;0;0;4;2
2016-05;0087194001;Longwy;0;2;0;6;4
2016-05;0087783282;Marvejols;7;0;0;11;4
2016-05;0087393702;Massy TGV;69;104;2;320;145
2016-05;0087574137;Meung-sur-Loire;0;0;0;2;2
2016-05;0087753004;Miramas;4;5;0;24;15
2016-05;0087742007;Modane;0;0;0;0;0
2016-05;0087763508;Mont-Dauphin - Guillestre;0;0;0;0;0
2016-05;0087671016;Mont-de-Marsan;16;8;0;27;3
2016-05;0087641001;Montluçon;3;9;2;85;71
2016-07;0087775007;Nîmes;231;242;15;1097;609
2016-07;0087394296;Nogent-le-Rotrou;5;1;0;14;8
2016-07;0087713529;Nuits-Saint-Georges;4;0;0;14;10
2016-07;0087686006;Paris Gare de Lyon;1566;3141;126;7133;2300
2016-07;0087317057;Rang-du-Fliers - Verton - Berck;27;10;0;54;17
2016-07;0087471003;Rennes;560;355;16;1784;853
2016-07;0087118158;Romilly-sur-Seine;0;2;0;6;4
2016-07;0087474155;Rosporden;5;6;0;28;17
2016-07;0087411017;Rouen Rive Droite;152;82;10;476;232
2016-07;0087446179;Saint-Cyprien Arènes;0;0;0;0;0
2016-07;0087486571;Saint-Gilles-Croix-de-Vie;19;11;0;73;43
2016-07;0087182139;Saint-Louis;4;3;0;18;11
2016-07;0087478107;Saint-Malo;92;118;3;343;130
2016-07;0087757526;Saint-Raphaël Valescure;66;211;12;456;167
2016-07;0087595827;Sarlat;9;4;0;27;14
2016-07;0087212225;Saverne;11;2;0;25;12
2016-07;0087576868;Selles-sur-Cher;0;0;0;1;1
2016-07;0087396234;Sillé-le-Guillaume;22;3;0;34;9
2016-07;0087751206;Sisteron;2;1;0;3;0
2016-07;0087212027;Strasbourg;424;282;13;1325;606
2016-07;0087313882;TGV Haute Picardie;55;63;1;195;76
2016-07;0087191007;Thionville;25;9;2;69;33
2016-07;0087586651;Tonneins;34;1;0;45;10
2016-07;0087141044;Toul;27;9;1;61;24
2016-07;0087594499;Tulle;0;1;0;6;5
2016-07;0087594200;Uzerche;3;8;0;14;3
2016-07;0087763029;Valence TGV Rhône-Alpes Sud;300;276;17;1301;708
2016-07;0087343004;Valenciennes;83;31;0;154;40
2016-07;0087763300;Veynes Dévoluy;0;0;0;11;11
2016-07;0087734186;Vic-le-Comte;0;0;0;0;0
2016-07;0087645440;Vic-sur-Cère;0;0;0;0;0
2015-05;0087396408;Sablé-sur-Sarthe;11;5;0;39;23
2015-05;0087172270;Rethel;51;2;0;56;3
2015-05;0087718619;Morteau;1;0;0;3;2
2015-05;0087486258;Luçon;4;1;0;15;10
2015-05;0087592378;La Souterraine;3;8;1;27;15
2015-05;0087543140;Lamotte-Beuvron;0;0;2;3;1
2015-05;0087571885;Joué-lès-Tours;0;0;0;0;0
2015-05;0087141150;Lunéville;2;4;0;25;19
2015-05;0087746305;La Roche-sur-Foron;0;1;0;12;11
2015-05;0087543124;La Ferté-Saint-Aubin;0;0;0;0;0
2015-05;0087141291;Neufchâteau;1;3;0;18;14
2015-05;0087615344;Saint-Sulpice;2;0;0;3;1
2015-05;0087394148;Saint-Piat;0;0;0;1;1
2015-05;0087677005;Hendaye;14;9;4;46;19
2015-05;0087722405;Givors;0;1;0;5;4
2015-05;0087394114;Épernon;0;0;0;0;0
2015-05;0087478164;Dinan;14;0;0;24;10
2015-05;0087763003;Gap;14;7;0;44;23
2015-05;0087171330;Fismes;0;0;0;0;0
2015-05;0087734244;Brassac-les-Mines - Sainte-Florine;0;0;0;0;0
2015-05;0087444539;Argentan;3;4;2;43;34
2015-05;0087576439;Avord;0;0;0;0;0
2015-05;0087271593;Crépy-en-Valois;0;0;0;4;4
2015-05;0087641415;Commentry;1;0;0;2;1
2015-05;0087745497;Annemasse;3;6;1;54;44
2015-05;0087781278;Agde;21;29;0;118;68
2015-05;0087142000;Chaumont;7;10;1;45;27
2015-05;0087763300;Veynes Dévoluy;2;4;0;16;10
2015-05;0087641357;Vallon-en-Sully;1;0;0;1;0
2015-05;0087185009;Vesoul;7;3;2;19;7
2015-05;0087751321;Manosque - Gréoux-les-Bains;1;5;1;26;19
2015-05;0087734442;Lezoux;0;0;0;0;0
2015-05;0087384008;Paris Saint-Lazare;211;164;14;697;308
2015-05;0087683136;Pont-sur-Yonne;0;0;0;1;1
2015-05;0087575076;Port-de-Piles;0;0;0;0;0
2015-05;0087184523;Montbéliard;28;4;1;38;5
2015-05;0087694307;Montchanin;5;0;0;15;10
2015-05;0087485300;Niort;50;54;3;223;116
2015-05;0087611483;Latour-de-Carol - Enveitg;0;2;0;4;2
