Code gare;Intitulé gare;Intitulé fronton de gare;Gare DRG;Gare étrangère;Agence gare;Région SNCF;Unité gare;UT;Nbre plateformes;N° plateforme;Intitulé plateforme;Code postal;Commune;Département - Commune;Département;Région;Longitude WGS84;Latitude WGS84;Code UIC;TVS;Segment DRG;Niveau de service;SOP;RG;Date fin validité plateforme;WGS 84
00741;Marmagne sous Creusot;Marmagne sous Creusot;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;MARMAGNE SOUS CREUSOT GARE;1;1;Marmagne sous Creusot;71710;Marmagne;71-282;Saône-et-Loire;Bourgogne-Franche-Comté;4.3601911;46.8334607;0087694182;MMS;c;1;;GARES C BOURGOGNE;;46.8334607, 4.3601911
00724;Paray-le-Monial;Paray-le-Monial;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;PARAY LE MONIAL GARE;1;1;Paray-le-Monial;71600;Paray-le-Monial;71-342;Saône-et-Loire;Bourgogne-Franche-Comté;4.113744;46.447312;0087694687;PLM;b;1;;Gare Paray le Monial;;46.447312, 4.113744
00726;Ciry-le-Noble;Ciry-le-Noble;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;CIRY LE NOBLE GARE;1;1;Ciry-le-Noble;71420;Ciry-le-Noble;71-132;Saône-et-Loire;Bourgogne-Franche-Comté;4.2997146;46.6040913;0087694646;CYL;c;1;;GARES C BOURGOGNE;;46.6040913, 4.2997146
00714;Pouilly-sur-Loire;Pouilly-sur-Loire;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;POUILLY SUR LOIRE GARE;1;1;Pouilly-sur-Loire;58150;Pouilly-sur-Loire;58-215;Nièvre;Bourgogne-Franche-Comté;2.9660634;47.2821696;0087696179;PYL;c;1;;GARES C BOURGOGNE;;47.2821696, 2.9660634
00715;Tracy Sancerre;Tracy Sancerre;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;TRACY SANCERRE GARE;1;1;Tracy Sancerre;58150;Tracy-sur-Loire;58-295;Nièvre;Bourgogne-Franche-Comté;2.8804164;47.3376398;0087696161;TAY;c;1;;GARES C BOURGOGNE;;47.3376398, 2.8804164
00753;Paris Gare de Lyon;Paris Gare de Lyon;Yes;No;Agence Ile-de-France;REGION DE PARIS-SUD-EST;UG Paris Lyon et Paris Bercy;PARIS LYON GARE;2;2;Paris Gare de Lyon;75012;Paris;75-056;Paris;Île-de-France;2.373520;48.844888;0087686030;PAA;b;2;;GARE PARIS LYON SOUTERR;;48.844888, 2.37352
00765;Montargis;Montargis;Yes;No;Agence Centre-Ouest;REGION DE PARIS-SUD-EST;UG Centre;MONTARGIS GARE;1;1;Montargis;45200;Montargis;45-208;Loiret;Centre-Val de Loire;2.742783;48.006862;0087684001;MSR;b;2;;GARE MONTARGIS;;48.006862, 2.742783
00717;Briare;Briare;Yes;No;Agence Centre-Ouest;REGION DE PARIS-SUD-EST;UG Centre;BRIARE GARE;1;1;Briare;45250;Briare;45-053;Loiret;Centre-Val de Loire;2.7337154;47.6464312;0087696088;BEW;c;1;;GARES C CENTRE;;47.6464312, 2.7337154
00764;Montigny-sur-Loing;Montigny-sur-Loing;Yes;No;Agence Ile-de-France;REGION DE PARIS-SUD-EST;;MONTIGNY SUR LOING GARE;1;1;Montigny-sur-Loing;77690;Montigny-sur-Loing;77-312;Seine-et-Marne;Île-de-France;2.738561;48.336610;0087684100;MKN;b;;;Gare Montigny sur Loing;;48.33661, 2.738561
00922;La Miouze - Rochefort;La Miouze - Rochefort;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;LA MIOUZE ROCHEFORT GARE;1;1;La Miouze - Rochefort;63310;Gelles;63-163;Puy-de-Dôme;Auvergne-Rhône-Alpes;2.8276968;45.7636525;0087641290;LZR;c;1;;GARES C AUVERGNE;;45.7636525, 2.8276968
00904;Lacapelle-Viescamp;Lacapelle-Viescamp;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;LA CAPELLE VIESCAMP GARE;1;1;Lacapelle-Viescamp;15150;Lacapelle-Viescamp;15-088;Cantal;Auvergne-Rhône-Alpes;2.2654689;44.9202424;0087645150;WCV;c;1;;GARES C AUVERGNE;;44.9202424, 2.2654689
00925;Eygurande - Merlines;Eygurande - Merlines;Yes;No;Agence Nouvelle-Aquitaine;REGION AUVERGNE;UG Limousin;EYGURANDE MERLINES GARE;1;1;Eygurande - Merlines;19340;Merlines;19-134;Corrèze;Nouvelle-Aquitaine;2.4610021;45.6453146;0087641241;EYG;c;1;;GARES C LIMOUSIN;;45.6453146, 2.4610021
00899;Vic-sur-Cère;Vic-sur-Cère;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;VIC SUR CERE GARE;1;1;Vic-sur-Cère;15800;Vic-sur-Cère;15-258;Cantal;Auvergne-Rhône-Alpes;2.6316644;44.975877;0087645440;VCM;c;1;;GARES C AUVERGNE;;44.975877, 2.6316644
00919;Vallon-en-Sully;Vallon-en-Sully;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;VALLON GARE;1;1;Vallon-en-Sully;03190;Hérisson;03-127;Allier;Auvergne-Rhône-Alpes;2.6107538;46.5363284;0087641357;VLL;c;1;;GARES C AUVERGNE;;46.5363284, 2.6107538
00893;Lannemezan;Lannemezan;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;LANNEMEZAN GARE;1;1;Lannemezan;65300;Lannemezan;65-258;Hautes-Pyrénées;Occitanie;0.387367;43.114273;0087671123;LNZ;c;1;;GARES C MIDI PYRENEES;;43.114273, 0.387367
00913;Volvic;Volvic;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;VOLVIC GARE;1;1;Volvic;63530;Volvic;63-470;Puy-de-Dôme;Auvergne-Rhône-Alpes;3.0031455;45.864715;0087641423;VOL;c;1;;GARES C AUVERGNE;;45.864715, 3.0031455
00937;Montlaur;Montlaur;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;MONTLAUR GARE;1;1;Montlaur;31450;Montlaur;31-384;Haute-Garonne;Occitanie;1.5776454;43.4752405;0087618207;MKJ;c;1;;GARES C MIDI PYRENEES;;43.4752405, 1.5776454
00907;Ytrac;Ytrac;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;YTRAC GARE;1;1;Ytrac;15130;Ytrac;15-267;Cantal;Auvergne-Rhône-Alpes;2.3644474;44.9106891;0087645101;YTC;c;1;;GARES C AUVERGNE;;44.9106891, 2.3644474
00895;Tarbes;Tarbes;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;TARBES GARE;1;1;Tarbes;65000;Tarbes;65-440;Hautes-Pyrénées;Occitanie;0.069415;43.239955;0087671008;TBS;b;2;;GARE TARBES;;43.239955, 0.069415
00846;Saint-Jean-de-Luz - Ciboure;Saint-Jean-de-Luz - Ciboure;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINT JEAN DE LUZ CIBOURE GARE;1;1;Saint-Jean-de-Luz - Ciboure;64500;Saint-Jean-de-Luz;64-483;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-1.66122;43.385838;0087677120;SJZ;b;1;;GARE ST JEAN DE LUZ CIBOURE;;43.385838, -1.66122
00871;Oloron-Sainte-Marie;Oloron-Sainte-Marie;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;OLORON STE MARIE GARE;1;1;Oloron-Sainte-Marie;64400;Oloron-Sainte-Marie;64-422;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-0.6122826;43.1947669;0087672725;OLN;b;1;;GARE OLORON-SAINTE-MARIE;;43.1947669, -0.6122826
00854;Cambo-les-Bains;Cambo-les-Bains;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;CAMBO LES BAINS GARE;1;1;Cambo-les-Bains;64250;Cambo-les-Bains;64-160;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-1.3966849;43.3656242;0087673657;CPQ;c;1;;GARES C AQUITAINE;;43.3656242, -1.3966849
00851;Bidarray Pont Noblia;Bidarray Pont Noblia;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;PONT NOBLIA GARE;1;1;Bidarray Pont Noblia;64780;Bidarray;64-124;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-1.3453233;43.2682991;0087673699;PBJ;c;1;;GARES C AQUITAINE;;43.2682991, -1.3453233
00883;Montaut Bétharram;Montaut Bétharram;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;MONTAUT BETHARRAM GARE;1;1;Montaut Bétharram;64800;Montaut;64-400;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-0.1982813;43.1269731;0087672113;MHZ;c;1;;GARES C AQUITAINE;;43.1269731, -0.1982813
00881;Assat;Assat;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;ASSAT GARE;1;1;Assat;64510;Assat;64-067;Pyrénées-Atlantiques;Nouvelle-Aquitaine;-0.2950176;43.2543993;0087672162;ATK;c;1;;GARES C AQUITAINE;;43.2543993, -0.2950176
00861;Ondres;Ondres;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;ONDRES GARE;1;1;Ondres;40440;Ondres;40-209;Landes;Nouvelle-Aquitaine;-1.4571793;43.5685809;0087673319;OND;c;1;;GARES C AQUITAINE;;43.5685809, -1.4571793
00639;Frasne;Frasne;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;FRASNE GARE;1;1;Frasne;25560;Frasne;25-259;Doubs;Bourgogne-Franche-Comté;6.157767;46.857596;0087715136;FRA;b;1;;Gare Frasne;;46.857596, 6.157767
00665;Villers-les-Pots;Villers-les-Pots;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;VILLERS LES POTS GARE;1;1;Villers-les-Pots;21130;Villers-les-Pots;21-699;Côte-d'Or;Bourgogne-Franche-Comté;5.3478716;47.2066023;0087713339;VLP;c;1;;GARES C BOURGOGNE;;47.2066023, 5.3478716
00687;Ecole-Valentin;Ecole-Valentin;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Franche-Comté;ECOLE VALENTIN P ZAC MISEREY;1;1;Ecole-Valentin;25480;École-Valentin;25-212;Doubs;Bourgogne-Franche-Comté;5.9944745;47.2749834;0087710731;ECV;c;1;;GARES C FRANCHE COMTE;;47.2749834, 5.9944745
00679;Longecourt;Longecourt;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;LONGECOURT EN PLAINE HALTE;1;1;Longecourt;21230;Aiserey;21-005;Côte-d'Or;Bourgogne-Franche-Comté;5.1346952;47.1937936;0087712620;LJK;c;1;;GARES C BOURGOGNE;;47.1937936, 5.1346952
00674;Blaisy-Bas;Blaisy-Bas;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;BLAISY BAS GARE;1;1;Blaisy-Bas;21540;Blaisy-Bas;21-080;Côte-d'Or;Bourgogne-Franche-Comté;4.7410755;47.3734427;0087713073;BSB;c;1;;GARES C BOURGOGNE;;47.3734427, 4.7410755
00672;Thenissey;Thenissey;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;THENISSEY GARE;1;1;Thenissey;21150;Thenissey;21-627;Côte-d'Or;Bourgogne-Franche-Comté;4.6221929;47.4947945;0087713099;TEY;c;1;;GARES C BOURGOGNE;;47.4947945, 4.6221929
00686;Rully;Rully;Yes;No;Agence Centre Est Rhône Alpin;REGION BOURGOGNE FRANCHE-COMTE;UG Bourgogne;RULLY GARE;1;1;Rully;71150;Rully;71-378;Saône-et-Loire;Bourgogne-Franche-Comté;4.761033;46.8804303;0087712026;RLY;c;1;;GARES C BOURGOGNE;;46.8804303, 4.761033
00692;Corbigny;Corbigny;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;CORBIGNY GARE;1;1;Corbigny;58800;Corbigny;58-083;Nièvre;Bourgogne-Franche-Comté;3.6773226;47.254807;0087696617;CBY;c;1;;GARES C BOURGOGNE;;47.254807, 3.6773226
00693;Luzy;Luzy;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Bourgogne;LUZY (NIEVRE) GARE;1;1;Luzy;58170;Luzy;58-149;Nièvre;Bourgogne-Franche-Comté;3.9693245;46.7940793;0087696534;LUY;c;1;;GARES C BOURGOGNE;;46.7940793, 3.9693245
00885;Saint-Martin-d'Oney;Saint-Martin-d'Oney;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;SAINT MARTIN D ONEY GARE;1;1;Saint-Martin-d'Oney;40090;Saint-Martin-d'Oney;40-274;Landes;Nouvelle-Aquitaine;-0.6516933;43.9301115;0087671495;XMN;c;1;;GARES C AQUITAINE;;43.9301115, -0.6516933
00911;La Bourboule;La Bourboule;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;LA BOURBOULE GARE;1;1;La Bourboule;63150;Bourboule;63-047;Puy-de-Dôme;Auvergne-Rhône-Alpes;2.7462611;45.5906298;0087641464;LBB;c;1;;GARES C AUVERGNE;;45.5906298, 2.7462611
00910;Mont-Dore;Mont-Dore;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;LE MONT DORE GARE;1;1;Mont-Dore;63240;Mont-Dore;63-236;Puy-de-Dôme;Auvergne-Rhône-Alpes;2.8047389;45.5793192;0087641472;LMD;c;1;;GARES C AUVERGNE;;45.5793192, 2.8047389
00886;Ygos;Ygos;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;YGOS GARE;1;1;Ygos;40100;Ygos-Saint-Saturnin;40-333;Landes;Nouvelle-Aquitaine;-0.7361528;43.9781851;0087671487;YGV;c;1;;GARES C AQUITAINE;;43.9781851, -0.7361528
00898;Le Lioran;Le Lioran;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;LE LIORAN GARE;1;1;Le Lioran;15300;Laveissière;15-101;Cantal;Auvergne-Rhône-Alpes;2.7533365;45.0905458;0087645473;LLN;c;1;;GARES C AUVERGNE;;45.0905458, 2.7533365
00908;Aurillac;Aurillac;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;AURILLAC GARE;1;1;Aurillac;15000;Aurillac;15-014;Cantal;Auvergne-Rhône-Alpes;2.435655;44.921092;0087645002;AUC;b;1;;Gare Aurillac;;44.921092, 2.435655
00902;Pers;Pers;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;PERS GARE;1;1;Pers;15290;Rouget-Pers;15-268;Cantal;Auvergne-Rhône-Alpes;2.2403887;44.887025;0087645176;PEK;c;1;;GARES C AUVERGNE;;44.887025, 2.2403887
00897;Murat;Murat;Yes;No;Agence Centre Est Rhône Alpin;REGION AUVERGNE;UG Auvergne;MURAT GARE;1;1;Murat;15300;Murat;15-138;Cantal;Auvergne-Rhône-Alpes;2.8696045;45.1091483;0087645481;MUR;c;1;;GARES C AUVERGNE;;45.1091483, 2.8696045
01478;Theillay;Theillay;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;THEILLAY (LOIR ET CHER) GARE;1;1;Theillay;41300;Theillay;41-256;Loir-et-Cher;Centre-Val de Loire;2.0443867;47.3139904;0087543199;THY;c;1;;GARES C CENTRE;;47.3139904, 2.0443867
01477;Avenue du Président Kennedy Maison de Radio France;Avenue du Président Kennedy Maison de Radio France;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;PARIS AVE DU PRESIDENT KENNEDY MRF GARE;1;1;Avenue du Président Kennedy Maison de Radio France;75016;Paris;75-056;Paris;Île-de-France;2.279969;48.853322;0087543207;APK;b;;;Gare Avenue du PDT Kennedy;;48.853322, 2.279969
01454;La Norville - Saint-Germain-lès-Arpajon;La Norville - Saint-Germain-lès-Arpajon;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;LA NORVILLE ST GERMAIN LES ARPAJON PGAR;1;1;La Norville - Saint-Germain-lès-Arpajon;91290;Norville;91-457;Essonne;Île-de-France;2.267586;48.591617;0087545459;NGE;b;;;Gare La Norville St Germain le;;48.591617, 2.267586
01468;Marolles-en-Hurepoix;Marolles-en-Hurepoix;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;MAROLLES EN HUREPOIX GARE;1;1;Marolles-en-Hurepoix;91630;Marolles-en-Hurepoix;91-376;Essonne;Île-de-France;2.290327;48.565345;0087545186;MSX;b;;;Gare Marolles en Hurepoix;;48.565345, 2.290327
01438;Rungis la Fraternelle;Rungis la Fraternelle;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;RUNGIS LA FRATERNELLE GARE;1;1;Rungis la Fraternelle;94150;Rungis;94-065;Val-de-Marne;Île-de-France;2.35298;48.74032;0087546291;RFL;b;;;Gare Rungis La Fraternelle;;48.74032, 2.35298
01463;Savigny-sur-Orge;Savigny-sur-Orge;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;SAVIGNY SUR ORGE GARE;1;1;Savigny-sur-Orge;91600;Savigny-sur-Orge;91-589;Essonne;Île-de-France;2.35173;48.67614;0087545236;SAO;b;;;GARE SAVIGNY SUR ORGE;;48.67614, 2.35173
01471;Chamarande;Chamarande;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;CHAMARANDE GARE;1;1;Chamarande;91730;Chamarande;91-132;Essonne;Île-de-France;2.215854;48.514244;0087545152;CHK;b;;;Gare Chamarande;;48.514244, 2.215854
01461;Athis-Mons;Athis-Mons;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;ATHIS MONS GARE;1;1;Athis-Mons;91200;Athis-Mons;91-027;Essonne;Île-de-France;2.403749;48.712557;0087545251;ATH;b;;;Gare Athis Mons;;48.712557, 2.403749
01460;Ablon;Ablon;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;ABLON GARE;1;1;Ablon;94480;Ablon-sur-Seine;94-001;Val-de-Marne;Île-de-France;2.419151;48.725468;0087545269;ABL;b;;;Gare Ablon;;48.725468, 2.419151
01447;Dourdan;Dourdan;Yes;No;Agence Ile-de-France;REGION DE PARIS RIVE GAUCHE;;DOURDAN GARE;1;1;Dourdan;91410;Dourdan;91-200;Essonne;Île-de-France;2.009643;48.533466;0087545525;DHY;b;;;Gare Dourdan;;48.533466, 2.009643
01503;Saint-Jean-d'Angély;Saint-Jean-d'Angély;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;SAINT JEAN D ANGELY GARE;1;1;Saint-Jean-d'Angély;17400;Saint-Jean-d'Angély;17-347;Charente-Maritime;Nouvelle-Aquitaine;-0.5097829;45.9407739;0087491357;SJA;c;1;;GARES C POITOU CHARENTES;;45.9407739, -0.5097829
01517;Fontaines-d'Ozillac;Fontaines-d'Ozillac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;FONTAINE D OZILLAC GARE;1;1;Fontaines-d'Ozillac;17500;Fontaines-d'Ozillac;17-163;Charente-Maritime;Nouvelle-Aquitaine;-0.3836092;45.3872162;0087491159;FZC;c;1;;GARES C POITOU CHARENTES;;45.3872162, -0.3836092
01500;Châteauneuf-sur-Charente;Châteauneuf-sur-Charente;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;CHATEAUNEUF SUR CHARENTE GARE;1;1;Châteauneuf-sur-Charente;16120;Châteauneuf-sur-Charente;16-090;Charente;Nouvelle-Aquitaine;-0.0502;45.599836;0087491506;CSC;c;1;;GARES C POITOU CHARENTES;;45.599836, -0.0502
01516;Montendre;Montendre;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;MONTENDRE GARE;1;1;Montendre;17130;Montendre;17-240;Charente-Maritime;Nouvelle-Aquitaine;-0.3961726;45.2805457;0087491183;MMM;c;1;;GARES C POITOU CHARENTES;;45.2805457, -0.3961726
01483;La Ferté-Saint-Aubin;La Ferté-Saint-Aubin;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LA FERTE ST AUBIN GARE;1;1;La Ferté-Saint-Aubin;45240;Ferté-Saint-Aubin;45-146;Loiret;Centre-Val de Loire;1.932360;47.720975;0087543124;LFS;b;1;;Gare La Ferté St Aubin;;47.720975, 1.93236
01481;Nouan-le-Fuzelier;Nouan-le-Fuzelier;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;NOUAN LE FUZELIER GARE;1;1;Nouan-le-Fuzelier;41600;Nouan-le-Fuzelier;41-161;Loir-et-Cher;Centre-Val de Loire;2.0330957;47.5337788;0087543157;NOF;c;1;;GARES C CENTRE;;47.5337788, 2.0330957
01492;Les Aubrais;Les Aubrais;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;LES AUBRAIS ORLEANS GARE;1;1;Les Aubrais;45400;Fleury-les-Aubrais;45-147;Loiret;Centre-Val de Loire;1.906629;47.926801;0087543017;LAB;a;2;;GARE LES AUBRAIS ORLEANS;;47.926801, 1.906629
01513;Cavignac;Cavignac;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;CAVIGNAC GARE;1;1;Cavignac;33620;Cavignac;33-114;Gironde;Nouvelle-Aquitaine;-0.382243;45.105163;0087491217;CGC;c;1;;GARES C AQUITAINE;;45.105163, -0.382243
01499;Royan;Royan;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Poitou-Charentes;ROYAN GARE;1;1;Royan;17200;Royan;17-306;Charente-Maritime;Nouvelle-Aquitaine;-1.016703;45.625886;0087491803;ROY;b;1;;Gare Royan;;45.625886, -1.016703
01487;Toury;Toury;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;TOURY GARE;1;1;Toury;28310;Toury;28-391;Eure-et-Loir;Centre-Val de Loire;1.939565;48.193606;0087543074;TYK;b;1;;Gare Toury;;48.193606, 1.939565
01062;Martres-Tolosane;Martres-Tolosane;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;MARTRES TOLOSANE GARE;1;1;Martres-Tolosane;31220;Martres-Tolosane;31-324;Haute-Garonne;Occitanie;1.0167558;43.1962069;0087611087;MXA;c;1;;GARES C MIDI PYRENEES;;43.1962069, 1.0167558
01075;Parsac - Gouzon;Parsac - Gouzon;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;PARSAC GOUZON GARE;1;1;Parsac - Gouzon;23140;Parsac-Rimondeix;23-149;Creuse;Nouvelle-Aquitaine;2.1744416;46.1986154;0087597724;PCG;c;1;;GARES C LIMOUSIN;;46.1986154, 2.1744416
01060;Saint-Martory;Saint-Martory;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;SAINT MARTORY GARE;1;1;Saint-Martory;31360;Saint-Martory;31-503;Haute-Garonne;Occitanie;0.934859;43.1385721;0087611103;SYM;c;1;;GARES C MIDI PYRENEES;;43.1385721, 0.934859
01076;Busseau sur Creuse;Busseau sur Creuse;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;BUSSEAU SUR CREUSE GARE;1;1;Busseau sur Creuse;23150;Ahun;23-001;Creuse;Nouvelle-Aquitaine;2.0229244;46.1230257;0087597708;BUC;c;1;;GARES C LIMOUSIN;;46.1230257, 2.0229244
01077;Montaigut;Montaigut;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;MONTAIGUT (CREUSE) GARE;1;1;Montaigut;23320;Montaigut-le-Blanc;23-132;Creuse;Nouvelle-Aquitaine;1.7339815;46.1367425;0087597674;MUF;c;1;;GARES C LIMOUSIN;;46.1367425, 1.7339815
01061;Boussens;Boussens;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;BOUSSENS GARE;1;1;Boussens;31360;Boussens;31-084;Haute-Garonne;Occitanie;0.972543;43.179617;0087611095;BQY;b;1;;Gare Boussens;;43.179617, 0.972543
01080;Guéret;Guéret;Yes;No;Agence Nouvelle-Aquitaine;REGION LIMOUSIN;UG Limousin;GUERET GARE;1;1;Guéret;23000;Guéret;23-096;Creuse;Nouvelle-Aquitaine;1.8793855;46.1741863;0087597609;GTJ;c;1;;GARES C LIMOUSIN;;46.1741863, 1.8793855
01049;Pamiers;Pamiers;Yes;No;Agence Grand Sud;REGION MIDI PYRENEES;UG Midi Pyrénées TER;PAMIERS GARE;1;1;Pamiers;09100;Pamiers;09-225;Ariège;Occitanie;1.619451;43.116207;0087611343;PMS;b;1;;Gare Pamiers;;43.116207, 1.619451
01070;Limoux Flassian;Limoux Flassian;Yes;No;Agence Grand Sud;REGION LANGUEDOC-ROUSSILLON;UG Languedoc Roussillon;;1;1;Limoux Flassian;11300;Limoux;11-206;Aude;Occitanie;2.2182832;43.0684511;0087598755;LMF;c;1;;GARES C LANGUEDOC ROUSSILLON;;43.0684511, 2.2182832
01069;Créteil Pompadour;Créteil Pompadour;Yes;No;Agence Ile-de-France;REGION DE PARIS-SUD-EST;;CRETEIL POMPADOUR GARE;1;1;Créteil Pompadour;94600;Créteil;94-028;Val-de-Marne;Île-de-France;2.4352763;48.7715403;0087608802;CTP;c;;;GARE CRETEIL POMPADOUR;;48.7715403, 2.4352763
01303;Bordeaux Saint-Jean;Bordeaux Saint-Jean;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Bordeaux Métropole;BORDEAUX ST JEAN GARE;1;1;Bordeaux Saint-Jean;33800;Bordeaux;33-063;Gironde;Nouvelle-Aquitaine;-0.556697;44.825873;0087581009;BXJ;a;3;;GARE BORDEAUX ST JEAN;;44.825873, -0.556697
01294;Pointe de Grave;Pointe de Grave;Yes;No;Agence Nouvelle-Aquitaine;REGION POITOU-CHARENTES AQUITAINE;UG Aquitaine;LA POINTE DE GRAVE GARE;1;1;Pointe de Grave;33780;Verdon-sur-Mer;33-544;Gironde;Nouvelle-Aquitaine;-1.0658575;45.567067;0087581397;PDG;c;1;;GARES C AQUITAINE;;45.567067, -1.0658575
01307;Villefranche-sur-Cher;Villefranche-sur-Cher;Yes;No;Agence Centre-Ouest;REGION CENTRE;UG Centre;VILLEFRANCHE SUR CHER GARE;1;1;Villefranche-sur-Cher;41200;Villefranche-sur-Cher;41-280;Loir-et-Cher;Centre-Val de Loire;1.768094;47.2948034;0087576884;VSC;c;1;;GARES C CENTRE;;47.2948034, 1.768094
